"Year","Month","latitude","longitude","Database","LogNumber","Project","Date","Station","SerialNumber","SampleID","Species","Depth","SurfaceTemperature","SurfaceConductivity","SurfacePPT","Secchi","Turbidity","ForkLength","TotalBodyWeight","Acanthocyclops spp","Acartia spp","Acartia copepodid","Acartiella sinensis","Acartiella copepodid","Barnacle nauplii","Bosmina spp","Ceriodaphnia spp","Calanoid copepodid","Chironomid larvae","Clams","Copepod nauplii","Corophium type","Crab megalope","Crab zoea","Cumaceans","Cyclopoid copepodid","Daphnia spp","Diaphanosoma spp","Diaptomus spp","Diaptomus copepodid","Eurytemora spp","Eurytemora copepodid","Eurytemora nauplii","Fish eggs","Gammarus type","Harpacticoids","Hyperacanthomysis longirostris","Isopods","Limnoithona spp","Limnoithona copepodid","Longfin Smelt","Neomysis kadiakensis","Neomysis mercedis","Oithona davisae","Oithona copepodid","Osphranticum","Ostracods","Other calanoid","Other cladocera","Other cyclopoid","Other insect larvae","Other malacostraca","Other zooplankton","Pacific Herring","Palaemon","Prickly Sculpin","Pseudodiaptomus forbesi","Pseudodiaptomus marinus","Pseudodiaptomus spp","Pseudodiaptomus copepodid","Pseudodiaptomus nauplii","Sinocalanus spp","Sinocalanus copepodid","Sinocalanus nauplii","Synchaeta","Terrestrial invertebrates","Tortanus dextrilobatus","Tortanus spp","Tortanus copepodid","Tridentiger spp","Unid amphipod","Unid calanoid","Unid cladocera","Unid copepod","Unid cyclopoid","Unid fish","Unid mysids","Nippoleucon hinumensis","Region"
2019,7,38.33049965,-121.6484985,"DOP",307,"EDSM",2019-07-03,"19-49-LSSC02","0450","DOP 307 EDSM 2019-07-03 19-49-LSSC02 0450","delta smelt",9.9,22.70000076,464.5,0.20862080804355,56.0000002,38.20000076,42,0.6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"Lower"
2019,7,38.33049965,-121.6484985,"DOP",309,"EDSM",2019-07-03,"19-49-LSSC02","0452","DOP 309 EDSM 2019-07-03 19-49-LSSC02 0452","delta smelt",9.9,22.70000076,464.5,0.20862080804355,56.0000002,38.20000076,46,0.8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lower"
2019,7,38.33049965,-121.6484985,"DOP",308,"EDSM",2019-07-03,"19-49-LSSC02","0451","DOP 308 EDSM 2019-07-03 19-49-LSSC02 0451","delta smelt",9.9,22.70000076,464.5,0.20862080804355,56.0000002,38.20000076,46,0.7188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lower"
2019,7,38.33049965,-121.6484985,"DOP",314,"EDSM",2019-07-03,"19-49-LSSC02","0459","DOP 314 EDSM 2019-07-03 19-49-LSSC02 0459","delta smelt",9.8,22.60000038,507.3999939,0.229309435018761,51.9999981,40.20000076,53,1.1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,43,0,0,15,0,74,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,"Lower"
2019,7,38.33049965,-121.6484985,"DOP",312,"EDSM",2019-07-03,"19-49-LSSC02","0455","DOP 312 EDSM 2019-07-03 19-49-LSSC02 0455","delta smelt",9.8,22.60000038,507.3999939,0.229309435018761,51.9999981,40.20000076,44,0.6829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,7,0,45,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Lower"
2019,7,38.33049965,-121.6484985,"DOP",313,"EDSM",2019-07-03,"19-49-LSSC02","0456","DOP 313 EDSM 2019-07-03 19-49-LSSC02 0456","delta smelt",9.8,22.60000038,507.3999939,0.229309435018761,51.9999981,40.20000076,43,0.6769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lower"
2019,7,38.46504021,-121.587719,"DOP",276,"EDSM",2019-07-03,"19-49-LSSC03","0417","DOP 276 EDSM 2019-07-03 19-49-LSSC03 0417","delta smelt",10,23.10000038,835,0.390850792733534,68.9999998,28,38,0.3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.46504021,-121.587719,"DOP",277,"EDSM",2019-07-03,"19-49-LSSC03","0418","DOP 277 EDSM 2019-07-03 19-49-LSSC03 0418","delta smelt",10,23.20000076,849,0.397871156683867,67.0000017,26.39999962,39,0.3949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.37425041,-121.6297417,"DOP",333,"EDSM",2019-07-08,"19-50-LSSC02","0560","DOP 333 EDSM 2019-07-08 19-50-LSSC02 0560","delta smelt",10.6,22.29999924,522,0.23637915022291,52.9999971,50.40000153,43,0.5146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.37425041,-121.6297417,"DOP",332,"EDSM",2019-07-08,"19-50-LSSC02","0559","DOP 332 EDSM 2019-07-08 19-50-LSSC02 0559","delta smelt",10.6,22.29999924,522,0.23637915022291,52.9999971,50.40000153,38,0.3854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Middle"
2019,7,38.37425041,-121.6297417,"DOP",337,"EDSM",2019-07-08,"19-50-LSSC02","0564","DOP 337 EDSM 2019-07-08 19-50-LSSC02 0564","delta smelt",10.6,22.29999924,522,0.23637915022291,52.9999971,50.40000153,46,0.6814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.37425041,-121.6297417,"DOP",334,"EDSM",2019-07-08,"19-50-LSSC02","0561","DOP 334 EDSM 2019-07-08 19-50-LSSC02 0561","delta smelt",10.6,22.29999924,522,0.23637915022291,52.9999971,50.40000153,48,0.8352,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.37425041,-121.6297417,"DOP",336,"EDSM",2019-07-08,"19-50-LSSC02","0563","DOP 336 EDSM 2019-07-08 19-50-LSSC02 0563","delta smelt",10.6,22.29999924,522,0.23637915022291,52.9999971,50.40000153,46,0.6644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.37425041,-121.6297417,"DOP",349,"EDSM",2019-07-08,"19-50-LSSC02","0340","DOP 349 EDSM 2019-07-08 19-50-LSSC02 0340","delta smelt",10.6,22.29999924,522,0.23637915022291,52.9999971,50.40000153,42,0.6733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.37425041,-121.6297417,"DOP",335,"EDSM",2019-07-08,"19-50-LSSC02","0562","DOP 335 EDSM 2019-07-08 19-50-LSSC02 0562","delta smelt",10.6,22.29999924,522,0.23637915022291,52.9999971,50.40000153,39,0.4183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.31340408,-121.6519051,"DOP",329,"EDSM",2019-07-08,"19-50-LSSC03","0556","DOP 329 EDSM 2019-07-08 19-50-LSSC03 0556","delta smelt",8.2,22.10000038,238.8000031,0.102354646816733,81.0000002,23.60000038,41,0.5249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,"Lower"
2019,7,38.31340408,-121.6519051,"DOP",328,"EDSM",2019-07-08,"19-50-LSSC03","0555","DOP 328 EDSM 2019-07-08 19-50-LSSC03 0555","delta smelt",8.2,22.10000038,238.8000031,0.102354646816733,81.0000002,23.60000038,46,0.6919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lower"
2019,7,38.31340408,-121.6519051,"DOP",330,"EDSM",2019-07-08,"19-50-LSSC03","0557","DOP 330 EDSM 2019-07-08 19-50-LSSC03 0557","delta smelt",8.2,22.10000038,238.8000031,0.102354646816733,81.0000002,23.60000038,50,0.8453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lower"
2019,7,38.31340408,-121.6519051,"DOP",331,"EDSM",2019-07-08,"19-50-LSSC03","0558","DOP 331 EDSM 2019-07-08 19-50-LSSC03 0558","delta smelt",8.2,22.10000038,238.8000031,0.102354646816733,81.0000002,23.60000038,49,0.9746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,173,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Lower"
2019,7,38.36758041,-121.632618,"DOP",327,"EDSM",2019-07-09,"19-50-LSSC05","0554","DOP 327 EDSM 2019-07-09 19-50-LSSC05 0554","delta smelt",10.3,22.20000076,504,0.22766511736294,36.0000014,39,50,0.8339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.46887493,-121.5855713,"DOP",326,"EDSM",2019-07-15,"19-51-LSSC02","0553","DOP 326 EDSM 2019-07-15 19-51-LSSC02 0553","delta smelt",9.42,24.10000038,845,0.395864489844384,50.999999,16.10000038,45,0.4599,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.45663071,-121.5911522,"DOP",253,"EDSM",2019-07-25,"19-52-LSSC02","464","DOP 253 EDSM 2019-07-25 19-52-LSSC02 464","delta smelt",9.9,24.60000038,787,0.366845466864715,49.000001,18.20000076,45,0.4978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.45663071,-121.5911522,"DOP",321,"EDSM",2019-07-25,"19-52-LSSC02","0467","DOP 321 EDSM 2019-07-25 19-52-LSSC02 0467","delta smelt",9.9,24.60000038,787,0.366845466864715,49.000001,18.20000076,40,0.4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.45663071,-121.5911522,"DOP",319,"EDSM",2019-07-25,"19-52-LSSC02","0465","DOP 319 EDSM 2019-07-25 19-52-LSSC02 0465","delta smelt",9.9,24.60000038,787,0.366845466864715,49.000001,18.20000076,41,0.4827,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.45663071,-121.5911522,"DOP",320,"EDSM",2019-07-25,"19-52-LSSC02","0466","DOP 320 EDSM 2019-07-25 19-52-LSSC02 0466","delta smelt",9.9,24.60000038,787,0.366845466864715,49.000001,18.20000076,43,0.5323,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.38259506,-121.625946,"DOP",316,"EDSM",2019-07-24,"19-52-LSSC03","0461","DOP 316 EDSM 2019-07-24 19-52-LSSC03 0461","delta smelt",9.8,23.5,544,0.247058496102775,34.9999994,33.40000153,52,0.8389,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.38259506,-121.625946,"DOP",324,"EDSM",2019-07-24,"19-52-LSSC03","0551","DOP 324 EDSM 2019-07-24 19-52-LSSC03 0551","delta smelt",10.7,23.60000038,507,0.229115947913498,36.0000014,34.59999847,41,0.4695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1,4,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,"Middle"
2019,7,38.38259506,-121.625946,"DOP",317,"EDSM",2019-07-24,"19-52-LSSC03","0462","DOP 317 EDSM 2019-07-24 19-52-LSSC03 0462","delta smelt",10.7,23.60000038,507,0.229115947913498,36.0000014,34.59999847,44,0.7042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.38259506,-121.625946,"DOP",318,"EDSM",2019-07-24,"19-52-LSSC03","0463","DOP 318 EDSM 2019-07-24 19-52-LSSC03 0463","delta smelt",10.7,23.60000038,507,0.229115947913498,36.0000014,34.59999847,45,0.6144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,1,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,"Middle"
2019,7,38.38259506,-121.625946,"DOP",323,"EDSM",2019-07-24,"19-52-LSSC03","0550","DOP 323 EDSM 2019-07-24 19-52-LSSC03 0550","delta smelt",10.7,23.60000038,507,0.229115947913498,36.0000014,34.59999847,51,0.8406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,"Middle"
2019,7,38.38259506,-121.625946,"DOP",325,"EDSM",2019-07-24,"19-52-LSSC03","0552","DOP 325 EDSM 2019-07-24 19-52-LSSC03 0552","delta smelt",10.7,23.60000038,507,0.229115947913498,36.0000014,34.59999847,51,0.8737,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,7,38.38259506,-121.625946,"DOP",322,"EDSM",2019-07-24,"19-52-LSSC03","0549","DOP 322 EDSM 2019-07-24 19-52-LSSC03 0549","delta smelt",10.7,23.60000038,507,0.229115947913498,36.0000014,34.59999847,46,0.681,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Middle"
2019,7,38.28846455,-121.6582584,"DOP",341,"EDSM",2019-07-29,"19-53-LSSC01","0570","DOP 341 EDSM 2019-07-29 19-53-LSSC01 0570","delta smelt",NA,NA,NA,NA,NA,NA,51,0.8701,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Lower"
2019,7,38.41574478,-121.6103439,"DOP",260,"EDSM",2019-07-29,"19-53-LSSC02","568","DOP 260 EDSM 2019-07-29 19-53-LSSC02 568","delta smelt",10.1,24.39999962,706,0.326575740181163,47.9999989,23.79999924,40,0.339,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,736,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,33,11,1,0,0,0,0,0,0,0,22,6,17,17,0,0,0,"Middle"
2019,7,38.41574478,-121.6103439,"DOP",340,"EDSM",2019-07-29,"19-53-LSSC02","0567","DOP 340 EDSM 2019-07-29 19-53-LSSC02 0567","delta smelt",9.5,24.39999962,694,0.320636896556349,44.9999988,25.20000076,46,0.6628,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,73,2,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Middle"
2019,7,38.41574478,-121.6103439,"DOP",338,"EDSM",2019-07-29,"19-53-LSSC02","0565","DOP 338 EDSM 2019-07-29 19-53-LSSC02 0565","delta smelt",9.5,24.39999962,694,0.320636896556349,44.9999988,25.20000076,47,0.6493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Middle"
2019,7,38.41574478,-121.6103439,"DOP",339,"EDSM",2019-07-29,"19-53-LSSC02","0566","DOP 339 EDSM 2019-07-29 19-53-LSSC02 0566","delta smelt",9.5,24.39999962,694,0.320636896556349,44.9999988,25.20000076,47,0.6648,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,"Middle"
2019,7,38.25276438,-121.6678365,"DOP",258,"EDSM",2019-07-30,"19-53-LSSC04","571","DOP 258 EDSM 2019-07-30 19-53-LSSC04 571","delta smelt",7.5,23.79999924,210,0.0892024037325953,70.9999979,57.90000153,46,0.6183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,0,0,27,2,0,0,0,0,0,0,0,0,0,0,64,0,8,0,0,0,0,"Lower"
2019,7,38.43844032,-121.5993652,"DOP",351,"EDSM",2019-07-30,"19-53-LSSC05","0342","DOP 351 EDSM 2019-07-30 19-53-LSSC05 0342","delta smelt",9.7,24,709,0.328061577445998,27.0000011,54.90000153,47,0.7622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,78,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,8,38.333697,-121.6472575,"DOP",257,"EDSM",2019-08-08,"20-02-LSSC02","573","DOP 257 EDSM 2019-08-08 20-02-LSSC02 573","delta smelt",9.8,23.39999962,311.7000122,0.136123194783672,60.0000024,20.60000038,52,0.9274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,11,2,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"Lower"
2019,8,38.41235542,-121.612011,"DOP",255,"EDSM",2019-08-16,"20-03-LSSC02","469","DOP 255 EDSM 2019-08-16 20-03-LSSC02 469","delta smelt",11.3,24.79999924,584,0.266553222166658,47.9999989,25.60000038,48,0.7406,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,8,38.41235542,-121.612011,"DOP",248,"EDSM",2019-08-16,"20-03-LSSC02","468","DOP 248 EDSM 2019-08-16 20-03-LSSC02 468","delta smelt",11.3,24.79999924,584,0.266553222166658,47.9999989,25.60000038,51,0.7257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,8,38.41235542,-121.612011,"DOP",249,"EDSM",2019-08-16,"20-03-LSSC02","473","DOP 249 EDSM 2019-08-16 20-03-LSSC02 473","delta smelt",NA,NA,NA,NA,NA,NA,47,0.5997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,8,38.41235542,-121.612011,"DOP",246,"EDSM",2019-08-16,"20-03-LSSC02","472","DOP 246 EDSM 2019-08-16 20-03-LSSC02 472","delta smelt",NA,NA,NA,NA,NA,NA,50,0.6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,8,38.41235542,-121.612011,"DOP",254,"EDSM",2019-08-16,"20-03-LSSC02","470","DOP 254 EDSM 2019-08-16 20-03-LSSC02 470","delta smelt",11.3,24.79999924,584,0.266553222166658,47.9999989,25.60000038,49,0.6792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,8,38.41235542,-121.612011,"DOP",250,"EDSM",2019-08-16,"20-03-LSSC02","471","DOP 250 EDSM 2019-08-16 20-03-LSSC02 471","delta smelt",11.3,24.79999924,584,0.266553222166658,47.9999989,25.60000038,40,0.4112,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,"Middle"
2019,8,38.41152382,-121.6117935,"DOP",247,"EDSM",2019-08-19,"20-04-LSSC02","574","DOP 247 EDSM 2019-08-19 20-04-LSSC02 574","delta smelt",4.6,23.39999962,518,0.234440833808137,56.9999993,20.20000076,51,0.6755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,42,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
2019,9,38.40842438,-121.6134033,"DOP",352,"EDSM",2019-09-09,"20-07-LSSC01","0474","DOP 352 EDSM 2019-09-09 20-07-LSSC01 0474","delta smelt",8.7,22.79999924,598,0.273399111839984,46.9999999,23,38,0.2772,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Middle"
