"","SampleID","ForkLength","TotalBodyWeight","Month","Year","Region","acartela","allcopnaup","daphnia","eurytem","limno","othcalad","othcaljuv","othclad","othcyc","other","pdiapfor","pdiapjuv","sino","amphipod","mysids"
"173","FLaSH 553 SKT 2012-03-08 719 4743",55,1.7888,3,2012,"Lower",0,0,0,0,0,0,0,2,11.68,0,2.66,0,126.17,0,0
"174","FLaSH 554 SKT 2012-03-08 719 4744",57,1.6259,3,2012,"Lower",0,0,0,0,0,12,0,0,6.56,0,5.32,0,225.06,0,0
"175","FLaSH 646 SKT 2012-04-04 713 4920",64,3.5413,4,2012,"Lower",0,0,36,0,0,7,1.8,1,110.24,0,0,0,6.82,0,0
"176","FLaSH 646 SKT 2012-04-04 713 4920",NA,NA,4,2012,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,8.82358860211619,0
"177","FLaSH 647 SKT 2012-04-04 715 4925",72,2.9663,4,2012,"Lower",0,0,28,0,0,4,1.8,0,76.64,0,2.66,0,13.64,0,0
"178","FLaSH 647 SKT 2012-04-04 715 4925",NA,NA,4,2012,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,5.83542484882319,0
"179","FLaSH 648 SKT 2012-04-04 715 4922",73,2.9289,4,2012,"Lower",0,0,12,0,0,15,0,1,54.56,0,0,0,0,0,0
"180","FLaSH 648 SKT 2012-04-04 715 4922",NA,NA,4,2012,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,80.3142412483681,0
"181","FLaSH 649 SKT 2012-04-04 715 4926",66,2.2402,4,2012,"Lower",0,0,8,0,0,14,0,0,23.2,0,0,0,0,0,0
"182","FLaSH 650 SKT 2012-04-04 715 4927",67,2.7536,4,2012,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","FLaSH 651 SKT 2012-04-04 715 4924",69,2.6316,4,2012,"Lower",0,0,0,0,0,0,0,0,3.36,0,0,0,0,0,0
"184","FLaSH 651 SKT 2012-04-04 715 4924",NA,NA,4,2012,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,259.038452295049,0
"185","FLaSH 657 SKT 2012-04-04 719 4941",65,2.15,4,2012,"Lower",0,0,0,0,0,0,9.05,1,0,0,0,0,323.95,0,0
"186","FLaSH 657 SKT 2012-04-04 719 4941",NA,NA,4,2012,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,5.76374882468952,0
"187","FLaSH 658 SKT 2012-04-04 719 4940",66,2.293,4,2012,"Lower",0,0,0,0,0,0,5.43,1,3.36,0,0,0,1070.74,0,0
"188","FLaSH 659 SKT 2012-04-04 719 4937",70,2.4604,4,2012,"Lower",0,0,0,0,0,4,1.81,1,8.16,2,2.66,0,866.14,0,0
"189","FLaSH 680 SKT 2012-04-04 715 4921",69,2.2788,4,2012,"Lower",0,0,4,0,0,0,0,0,20,0,0,0,0,0,0
"190","FLaSH 681 SKT 2012-04-04 715 4923",69,2.426,4,2012,"Lower",0,0,4,0,0,15,0,1,10.08,0,0,0,0,0,0
"191","FLaSH 681 SKT 2012-04-04 715 4923",NA,NA,4,2012,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,30.3096347828647,0
"192","FLaSH 682 SKT 2012-04-04 715 4928",61,2.0525,4,2012,"Lower",0,0,4,0,0,4,0,2,35.2,0,0,0,0,0,0
"193","FLaSH 683 SKT 2012-04-04 715 4929",70,2.5986,4,2012,"Lower",0,0.07,0,0,0,6,0,1.2,46.08,0,2.66,0,122.76,0,0
"194","FLaSH 683 SKT 2012-04-04 715 4929",NA,NA,4,2012,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,28.325877807241,0
"195","FLaSH 686 SKT 2012-04-04 719 4938",68,2.0161,4,2012,"Lower",0,0,0,0,0,0,0,0,29.76,0,5.32,0,47.74,0,0
"196","FLaSH 687 SKT 2012-04-04 719 4939",66,1.1732,4,2012,"Lower",0,0,0,0,0,0,0,69.6,27.2,0,0,0,85.25,0,0
"197","FLaSH 688 SKT 2012-04-04 719 4942",68,2.2491,4,2012,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,746.79,0,0
"198","FLaSH 689 SKT 2012-04-04 719 4945",69,2.699,4,2012,"Lower",0,0,0,0,0,0,3.62,0,3.36,0,0,0,1899.37,0,0
"199","FLaSH 690 SKT 2012-04-04 719 4947",68,2.6303,4,2012,"Lower",0,0,0,0,0,105,14.48,1,0,0,0,0,1241.24,0,0
"200","FLaSH 691 SKT 2012-04-04 719 4950",68,2.4965,4,2012,"Lower",0,0,0,0,0,18,1.81,0,0,0,0,0,139.81,0,0
"201","FLaSH 692 SKT 2012-04-04 719 4953",59,1.7734,4,2012,"Lower",0,0,0,0,0,0,5.43,0,0,0,0,0,954.8,0,0
"202","FLaSH 693 SKT 2012-04-04 719 4954",62,1.808,4,2012,"Lower",0,0,0,0,0,0,7.24,1,8.32,0,2.66,0,1169.63,0,0
"203","FLaSH 693 SKT 2012-04-04 719 4954",NA,NA,4,2012,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,12.0121688145222,0
"204","FLaSH 1253 SKT 2012-05-02 713 5068",68,2.6728,5,2012,"Lower",0,0,0,0,0,6,3.31,0,0,0,26.6,0,156.86,0,0
"205","FLaSH 1253 SKT 2012-05-02 713 5068",NA,NA,5,2012,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,2.97574174333913,0
"206","FLaSH 1254 SKT 2012-05-02 715 5070",79,3.709,5,2012,"Lower",0,0,0,0,0,96,9.05,3,13.28,0,90.44,0,436.48,0,0
"207","FLaSH 1254 SKT 2012-05-02 715 5070",NA,NA,5,2012,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,27.0303138818334,838.010508509422
"208","FLaSH 1255 SKT 2012-05-02 715 5071",78,3.7914,5,2012,"Lower",0,0,16,0,0,60,27.41,0,14.56,0,26.6,2.3,668.36,0,0
"209","FLaSH 1256 SKT 2012-05-02 715 5073",72,2.841,5,2012,"Lower",0,0,4,0,0,15,16.29,1,8.32,0,15.96,0,351.23,0,0
"210","FLaSH 718 SKT 2012-05-02 719 5084",70,2.7173,5,2012,"Lower",0,0,28,0,0,9,41.01,1,29.76,0,5.32,1.15,419.43,0,0
"211","FLaSH 719 SKT 2012-05-02 719 5095",71,2.8179,5,2012,"Lower",0,0,0,0,0,0,14.48,0,0,0,0,0,150.04,0,0
"212","FLaSH 721 SKT 2012-05-02 719 5119",71,2.7718,5,2012,"Lower",0,0,0,0,0,0,108.6,2,20.16,2,2.66,0,1759.56,0,0
"213","FLaSH 722 SKT 2012-05-02 719 5121",69,2.0853,5,2012,"Lower",0,0,0,0,0,0,1058.7,1,23.52,0,10.64,0,1544.73,0,0
"214","FLaSH 1277 STN 2012-06-11 719 5146",41,0.5174,6,2012,"Lower",0,0,0,0,0,27,15,1,0,0,281.96,23,0,0,0
"215","FLaSH 1278 STN 2012-06-11 719 5148",44,0.713,6,2012,"Lower",0,0.07,0,3,0.39,36,0,2,4.8,0,388.36,102.35,30.69,0,0
"216","FLaSH 1279 STN 2012-06-11 719 5150",29,0.2029,6,2012,"Lower",0,0,0,0,0,0,0,0,0,0,7.98,2.3,17.05,0,0
"217","FLaSH 1402 STN 2012-06-25 719 5207",32,0.1927,6,2012,"Lower",0,0.1,0,0,0.78,39,0,2,3.36,0,37.24,26.45,0,0,0
"218","FLaSH 1405 STN 2012-06-25 719 5211",41,0.4673,6,2012,"Lower",0,0,0,0,5.33,42,0,1,0,0,119.7,35.65,13.64,0,0
"219","FLaSH 1406 STN 2012-06-25 719 5210",41,0.4625,6,2012,"Lower",0,0,0,0,8.19,27,0,1,0,0,281.96,29.9,6.82,0,0
"220","FLaSH 1407 STN 2012-06-25 719 5209",32,0.2043,6,2012,"Lower",0,0,0,0,1.56,27,0,0,0,0,74.48,10.35,0,0,0
"221","FLaSH 1408 STN 2012-06-11 719 5152",28,0.1504,6,2012,"Lower",0,0,0,0,0,45,0,0,0,0,42.56,4.6,17.05,0,0
"222","FLaSH 1411 STN 2012-06-25 719 5206",39,0.4012,6,2012,"Lower",0,0,0,0,0.91,30,0,2,0,0,23.94,4.6,13.64,0,0
"223","FLaSH 1412 STN 2012-06-25 719 5203",30,0.1468,6,2012,"Lower",0,0,0,0,0,0,0,0,0,0,10.64,0,0,0,0
"224","FLaSH 1415 STN 2012-06-25 719 5208",33,0.2446,6,2012,"Lower",0,0,0,0,1.43,15,0,2,3.36,0,29.26,8.05,0,0,0
"225","FLaSH 1420 STN 2012-06-25 719 5202",29,0.1582,6,2012,"Lower",0,0,0,0,0,3,0,0,0,0,13.3,2.3,6.82,0,0
"226","FLaSH 1289 STN 2012-06-11 797 5156",36,0.3631,6,2012,"Middle",0,0,0,0,0.78,0,0,16,0,0,15.96,0,71.61,0,0
"227","FLaSH 1290 STN 2012-06-11 797 5157",28,0.1509,6,2012,"Middle",0,0,0,0,8.71,0,0,0,0,0,5.32,0,10.23,0,0
"228","FLaSH 1291 STN 2012-06-11 797 5161",29,0.1653,6,2012,"Middle",0,0,0,0,0,15,0,0,0,0,53.2,3.45,0,0,0
"229","FLaSH 1292 STN 2012-06-11 797 5162",37,0.3999,6,2012,"Middle",0,0,0,3,8.19,15,0,3,3.36,0,178.22,0,13.64,0,0
"230","FLaSH 1293 STN 2012-06-11 797 5163",38,0.4507,6,2012,"Middle",0,0,0,0,0,0,0,3,0,0,2.66,0,6.82,0,0
"231","FLaSH 1293 STN 2012-06-11 797 5163",NA,NA,6,2012,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,1.57791581324621,1.95448634559951
"232","FLaSH 1376 STN 2012-06-25 797 5217",41,0.4907,6,2012,"Middle",0,0,0,0,1.17,6,9.05,5,0,0,58.52,2.3,57.97,0,0
"233","FLaSH 1376 STN 2012-06-25 797 5217",NA,NA,6,2012,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,1.57791581324621,0
"234","FLaSH 1377 STN 2012-06-25 797 5220",29,0.2157,6,2012,"Middle",0,0.1,0,0,0.39,0,0,0,0,0,0,0,0,0,0
"235","FLaSH 1378 STN 2012-06-25 797 5241",33,0.2025,6,2012,"Middle",0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0
"236","FLaSH 1379 STN 2012-06-25 797 5218",34,0.2468,6,2012,"Middle",0,0,0,0,0,0,0,4,0,0,2.66,0,10.23,0,0
"237","FLaSH 1380 STN 2012-06-25 797 5214",45,0.639,6,2012,"Middle",0,0,0,0,4.42,0,4.5,1,97.44,0,5.32,0,17.05,0,0
"238","FLaSH 1382 STN 2012-06-25 797 5221",36,0.2728,6,2012,"Middle",0,0,0,0,0.13,0,0,4,0,0,0,0,17.05,0,0
"239","FLaSH 1383 STN 2012-06-25 797 5213",37,0.3137,6,2012,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240","FLaSH 1385 STN 2012-06-25 797 5215",41,0.4129,6,2012,"Middle",0,0,0,0,4.81,0,1.81,5,0,0,26.6,2.3,6.82,0,0
"241","FLaSH 1398 STN 2012-06-25 797 5212",32,0.2036,6,2012,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0
"242","FLaSH 1401 STN 2012-06-11 797 5160",28,0.2098,6,2012,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,13.64,0,0
"243","FLaSH 1403 STN 2012-06-11 797 5176",34,0.3043,6,2012,"Middle",0,0,0,0,3.9,0,0,12,23.52,0,2.66,0,13.64,0,0
"244","FLaSH 1419 STN 2012-06-11 797 5158",30,0.1753,6,2012,"Middle",0,0,0,0,0.39,0,0,16,0,0,23.94,0,13.64,0,0
"245","FLaSH 1419 STN 2012-06-11 797 5158",NA,NA,6,2012,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2085398824359
"246","FLaSH 1421 STN 2012-06-25 797 5216",39,0.3841,6,2012,"Middle",0,0.1,0,0,5.85,3,1.81,0,0,0,98.42,3.45,6.82,0,0
"247","FLaSH 1423 STN 2012-06-25 797 5219",31,0.2536,6,2012,"Middle",0,0,0,0,0,0,0,4,1.6,0,0,0,0,0,0
"248","FLaSH 1423 STN 2012-06-25 797 5219",NA,NA,6,2012,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,8.93317171084945,1.60426994121795
"249","FLaSH 1298 STN 2012-08-06 797 5285",49,0.5308,8,2012,"Middle",0,0,0,0,0.26,0,1.81,0,0,0,5.32,1.15,44.33,0,0
"250","FLaSH 1299 STN 2012-08-06 797 5286",57,1.244,8,2012,"Middle",0,0,0,0,0.12,11,1.81,2,3.36,0,15.96,1.15,40.92,0,0
"251","FLaSH 1300 STN 2012-08-06 797 5287",54,1.0973,8,2012,"Middle",0,0.1,0,0,0.86,30,13.81,0,0,1,210.14,3.45,37.51,0,0
"252","FLaSH 1301 STN 2012-08-06 797 5288",58,1.3935,8,2012,"Middle",0,0.5,0,0,0.99,16,7.5,1,3.36,1,170.24,16.1,3.41,0,0
"253","FLaSH 1302 STN 2012-08-06 797 5289",60,1.6974,8,2012,"Middle",0,0,0,0,0.39,6,0,1,0,0,15.96,4.6,119.35,0,0
"254","FLaSH 1387 STN 2012-08-20 797 5336",55,1.2243,8,2012,"Middle",0,0.1,0,0,0.78,12,1.81,1,3.36,0,125.02,13.8,17.05,0,0
"255","FLaSH 1387 STN 2012-08-20 797 5336",NA,NA,8,2012,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,2.44867907435587,0
"256","FLaSH 1389 STN 2012-08-20 797 5338",47,0.7799,8,2012,"Middle",0,0.1,0,0,0.26,10,8.12,0,0,0,170.24,12.65,13.64,0,0
"257","FLaSH 1389 STN 2012-08-20 797 5338",NA,NA,8,2012,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80243909040543
"258","FLaSH 1390 STN 2012-08-20 797 5337",47,0.8119,8,2012,"Middle",0,0,0,0,0.65,18,3.31,0,0,0,159.6,9.2,3.41,0,0
"259","FLaSH 1391 STN 2012-08-20 797 5341",47,1.2024,8,2012,"Middle",0,0,0,0,0.26,0,14.12,3,0,2,289.94,12.65,112.53,0,0
"260","FLaSH 1393 STN 2012-08-20 797 5339",49,1.0192,8,2012,"Middle",0,0.1,0,0,0,12,1.81,1,3.36,0,146.3,17.25,23.87,0,0
"261","FLaSH 1393 STN 2012-08-20 797 5339",NA,NA,8,2012,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30656981022086
"262","FLaSH 1395 STN 2012-08-20 797 5340",59,1.0374,8,2012,"Middle",0,0,0,0,0.65,18,0,0,3.36,0,127.68,21.85,3.41,0,0
"263","FLaSH 1399 STN 2012-08-20 797 5335",55,1.1279,8,2012,"Middle",0,0.1,0,0,1.56,17,0,0,6.72,0,289.94,32.2,6.82,0,0
"264","FLaSH 1399 STN 2012-08-20 797 5335",NA,NA,8,2012,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21740956165967
"265","FLaSH 1413 STN 2012-08-20 797 5342",52,1.0492,8,2012,"Middle",0,0,0,0,0,13,0,1,0,0,39.9,8.05,27.28,0,0
"266","FLaSH 1018 FMWT 2012-10-18 719 5804",59,1.317,10,2012,"Lower",0,0,0,0,0,0,0,0,0,0,7.98,0,0,0,0
"267","FLaSH 1018 FMWT 2012-10-18 719 5804",NA,NA,10,2012,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.292824010904
"268","FLaSH 1019 FMWT 2012-10-18 797 5835",63,2.0543,10,2012,"Middle",0,5.7,0,0,1.82,9,0,0,0,19,42.56,3.45,0,0,0
"269","FLaSH 1019 FMWT 2012-10-18 797 5835",NA,NA,10,2012,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706.45487087785
"270","FLaSH 1029 FMWT 2012-11-15 719 5987",63,2.1164,11,2012,"Lower",0,0,0,0,0,6,1.81,0,6.72,0,63.84,10.35,102.3,0,0
"271","FLaSH 1029 FMWT 2012-11-15 719 5987",NA,NA,11,2012,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,1.9107660014397,120.599393821125
"272","FLaSH 1030 FMWT 2012-11-15 797 6017",72,2.6416,11,2012,"Middle",0,0,0,0,0,0,0,0,3.36,1,50.54,4.6,13.64,0,0
"273","FLaSH 1030 FMWT 2012-11-15 797 6017",NA,NA,11,2012,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,4.22810594073151,4.81280982365385
"274","FLaSH 1039 FMWT 2012-12-11 719 6132",72,2.6364,12,2012,"Lower",0,0,124,3,0,3,1.5,393.8,37.76,0,7.98,1.15,0,0,0
"275","FLaSH 1039 FMWT 2012-12-11 719 6132",NA,NA,12,2012,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,137.323776561877,0
"276","FLaSH 1040 FMWT 2012-12-11 796 6148",69,2.3387,12,2012,"Middle",0,0,0,0,0.26,183,7.24,0,3.36,1,29.26,5.75,197.78,0,0
"277","FLaSH 1040 FMWT 2012-12-11 796 6148",NA,NA,12,2012,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,1.98375697562378,0
"278","FLaSH 1041 FMWT 2012-12-11 797 6141",63,1.8953,12,2012,"Middle",0,0,0,0,0,135,0,0,3.36,2,21.28,0,51.15,0,0
"279","FLaSH 1041 FMWT 2012-12-11 797 6141",NA,NA,12,2012,"Middle",0,0,0,0,0,0,0,0,0,0,0,0,0,4.95912903011952,0
"280","FLaSH 1045 SKT 2013-01-09 719 6212",66,2.2518,1,2013,"Lower",0,0,56,0,0,8,0,4.2,28,0,10.64,0,17.05,0,0
"281","FLaSH 1046 SKT 2013-01-09 719 6213",68,2.5312,1,2013,"Lower",0,0,12,0,0,3,0,2,4.96,0,2.66,0,0,0,0
"282","FLaSH 1046 SKT 2013-01-09 719 6213",NA,NA,1,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,66.5369632503246,0
"283","FLaSH 1047 SKT 2013-01-09 719 6215",68,2.285,1,2013,"Lower",0,0,4,0,0,0,0,1,1.6,0,0,0,0,0,0
"284","FLaSH 1048 SKT 2013-01-09 719 6216",80,3.4932,1,2013,"Lower",0,0.1,36,3,0,8,0,0.6,77.92,0,13.3,0,61.38,0,0
"285","FLaSH 1049 SKT 2013-01-09 719 6217",64,1.6482,1,2013,"Lower",0,0,20,0,0,4,1.5,0.6,23.52,0,2.66,0,0,0,0
"286","FLaSH 1050 SKT 2013-01-09 719 6218",70,2.5856,1,2013,"Lower",0,0,16,0,0,12,0,2,9.92,0,15.96,0,37.51,0,0
"287","FLaSH 1051 SKT 2013-01-09 719 6219",65,1.9368,1,2013,"Lower",0,0,8,0,0,8,0,0,3.36,0,0,0,0,0,0
"288","FLaSH 1051 SKT 2013-01-09 719 6219",NA,NA,1,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,11.8102034600174,0
"289","FLaSH 1052 SKT 2013-01-09 719 6220",55,1.1492,1,2013,"Lower",0,0,4,0,0,4,0,0,18.24,0,15.96,0,51.15,0,0
"290","FLaSH 1053 SKT 2013-01-09 719 6221",66,2.1721,1,2013,"Lower",0,0,4,0,0.13,6,0,0,0,1,2.66,0,71.61,0,0
"291","FLaSH 1054 SKT 2013-01-09 719 6222",73,2.6075,1,2013,"Lower",0,0,12,0,0,15,0,0,1.6,0,10.64,0,214.83,0,0
"292","FLaSH 1055 SKT 2013-01-09 719 6223",60,1.4599,1,2013,"Lower",0,0,36,3,0,79,0,29,206.88,0.28,0,0,3.41,0,0
"293","FLaSH 1056 SKT 2013-01-09 719 6224",65,1.9546,1,2013,"Lower",0,0,12,0,0,0,0,2.4,90.4,0,0,0,44.33,0,0
"294","FLaSH 1057 SKT 2013-01-09 719 6225",62,1.6166,1,2013,"Lower",0,0,16,0,0,12,0,9,28.32,0,31.92,0,40.92,0,0
"295","FLaSH 1058 SKT 2013-01-09 719 6226",74,3.0752,1,2013,"Lower",0,0,4,0,0,35,0,13.6,38.56,0,5.32,0,47.74,0,0
"296","FLaSH 1059 SKT 2013-01-09 719 6227",62,1.0987,1,2013,"Lower",0,0,0,0,0,3,0,2,3.36,0,15.96,0,61.38,0,0
"297","FLaSH 1059 SKT 2013-01-09 719 6227",NA,NA,1,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,24.0851349674749,0
"298","FLaSH 1060 SKT 2013-01-09 719 6230",66,2.0066,1,2013,"Lower",0,0,12,3,0,70,1.4,11,46.4,0,15.96,0,30.69,0,0
"299","FLaSH 1061 SKT 2013-01-09 719 6232",75,2.7585,1,2013,"Lower",0,0,28,3,0,68,0,6.6,66.88,0,5.32,0,0,0,0
"300","FLaSH 1062 SKT 2013-01-09 719 6233",54,1.2976,1,2013,"Lower",0,0,48,0,0,4,0,5,26.88,0.28,5.32,0,3.41,0,0
"301","FLaSH 1063 SKT 2013-01-09 719 6234",85,4.2496,1,2013,"Lower",0,0,0,0,0,9,0,0.6,25.12,0,13.3,0,17.05,0,0
"302","FLaSH 1063 SKT 2013-01-09 719 6234",NA,NA,1,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,26.3421208316172,0
"303","FLaSH 1064 SKT 2013-01-09 719 6235",65,1.8197,1,2013,"Lower",0,0,16,0,0,10,0,3.6,52.8,0,13.3,0,54.56,0,0
"304","FLaSH 1065 SKT 2013-01-09 719 6236",77,2.1201,1,2013,"Lower",0,0,48,6,0,37,0,18.2,458.56,0.56,34.58,0,17.05,0,0
"305","FLaSH 1065 SKT 2013-01-09 719 6236",NA,NA,1,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,58.580213006056,0
"306","FLaSH 1066 SKT 2013-01-09 719 6237",74,2.7319,1,2013,"Lower",0,0,20,0,0,0,0,0,18.4,0,2.66,0,0,0,0
"307","FLaSH 1066 SKT 2013-01-09 719 6237",NA,NA,1,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,28.6505312748887,0
"308","FLaSH 1067 SKT 2013-01-09 719 6238",54,1.1076,1,2013,"Lower",0,0,4,0,0,4,1.81,3,47.68,0,18.62,0,34.1,0,0
"309","FLaSH 1068 SKT 2013-01-09 719 6239",66,2.1132,1,2013,"Lower",0,0,20,0,0,19,0,8,18.4,0,0,0,3.41,0,0
"310","FLaSH 1068 SKT 2013-01-09 719 6239",NA,NA,1,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,9.02290985959298,0
"311","FLaSH 1069 SKT 2013-01-09 719 6242",64,2.114,1,2013,"Lower",0,0,48,3,0,7,0,7,15.04,0,2.66,0,6.82,0,0
"312","FLaSH 1070 SKT 2013-01-09 719 6244",72,2.7681,1,2013,"Lower",0,0,16,3,0,7,0,23,33.28,1,13.3,0,44.33,0,0
"313","FLaSH 1070 SKT 2013-01-09 719 6244",NA,NA,1,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,91.8202643615204,0
"314","FLaSH 1071 SKT 2013-01-09 719 6245",64,1.958,1,2013,"Lower",0,0,44,3,0,15,0,6,48.16,0,0,0,0,0,0
"315","FLaSH 1072 SKT 2013-01-09 719 6249",65,2.0586,1,2013,"Lower",0,0,8,0,0,7,0,4,24.8,0,13.3,0,10.23,0,0
"316","FLaSH 1073 SKT 2013-01-09 719 6251",69,2.0974,1,2013,"Lower",0,0,16,3,0,15,0,0,3.36,0.28,5.32,0,17.05,0,0
"317","FLaSH 1074 SKT 2013-01-09 719 6252",65,1.976,1,2013,"Lower",0,0,8,0,0,21,0,8,55.36,1,15.96,0,23.87,0,0
"318","FLaSH 1075 SKT 2013-01-09 719 6253",61,1.641,1,2013,"Lower",0,0,12,0,0,64,3.31,0,13.12,0,15.96,0,327.36,0,0
"319","FLaSH 1077 SKT 2013-01-09 715 6256",67,2.2235,1,2013,"Lower",0,0,388,0,0,192,0,32,102.24,0,0,0,0,0,0
"320","FLaSH 1077 SKT 2013-01-09 715 6256",NA,NA,1,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,42.3367610513996,0
"321","FLaSH 1078 SKT 2013-01-09 715 6257",73,3.1216,1,2013,"Lower",0,0,496,0,0,120,0,43,11.68,0,0,0,0,0,0
"322","FLaSH 1078 SKT 2013-01-09 715 6257",NA,NA,1,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,136.529449714955,0
"323","FLaSH 1079 SKT 2013-01-09 715 6258",64,1.9403,1,2013,"Lower",0,0,272,0,0,119.78,3.6,55,20.16,0,0,0,0,0,0
"324","FLaSH 1080 SKT 2013-01-09 715 6259",63,1.6571,1,2013,"Lower",0,0,184,3,0,220,1.8,54,122.4,0,0,0,0,0,0
"325","FLaSH 1080 SKT 2013-01-09 715 6259",NA,NA,1,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,51.4809417306381,0
"326","FLaSH 1171 SKT 2013-02-06 719 6294",63,1.8196,2,2013,"Lower",0,0,0,0,0,0,1.81,0,0,0,5.32,0,95.48,0,0
"327","FLaSH 1172 SKT 2013-02-06 719 6299",70,2.5341,2,2013,"Lower",0,0,4,0,0,3,0,0,4.8,6,2.66,0,68.2,0,0
"328","FLaSH 1173 SKT 2013-02-06 719 6308",56,1.2794,2,2013,"Lower",0,0,0,0,0,0,0,0,3.36,0,26.6,1.15,47.74,0,0
"329","FLaSH 1174 SKT 2013-02-06 713 6309",67,1.9831,2,2013,"Lower",0,0,0,0,0,0,1.81,1,8.32,0,13.3,0,129.58,0,0
"330","FLaSH 1174 SKT 2013-02-06 713 6309",NA,NA,2,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,20.8833179090806,0
"331","FLaSH 1175 SKT 2013-02-06 719 6320",65,1.8321,2,2013,"Lower",0,0,4,0,0,4,0,0,9.92,0,5.32,0,13.64,0,0
"332","FLaSH 1176 SKT 2013-02-06 719 6322",60,1.5038,2,2013,"Lower",0,0,0,0,0,0,0,0,10.08,0,0,0,61.38,0,0
"333","FLaSH 1177 SKT 2013-02-06 719 6327",70,2.6837,2,2013,"Lower",0,0,0,0,0,11,0,0.6,88,1,21.28,1.15,6.82,0,0
"334","FLaSH 1178 SKT 2013-02-06 719 6328",63,2.1237,2,2013,"Lower",0,0,4,0,0,3,5.43,1,23.36,0,29.26,0,95.48,0,0
"335","FLaSH 1179 SKT 2013-02-06 719 6329",70,2.7214,2,2013,"Lower",0,0,0,0,0,6,0,0,13.28,0,18.62,0,54.56,0,0
"336","FLaSH 1179 SKT 2013-02-06 719 6329",NA,NA,2,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,34.4695145714684,0
"337","FLaSH 1180 SKT 2013-02-06 719 6348",61,1.5794,2,2013,"Lower",0,0,4,3,0,19,1.4,1,67.68,0,13.3,1.15,44.33,0,0
"338","FLaSH 1181 SKT 2013-03-06 719 6416",67,2.2042,3,2013,"Lower",0,0,0,9,0,39,9.05,2,63.68,0,10.64,0,122.76,0,0
"339","FLaSH 1181 SKT 2013-03-06 719 6416",NA,NA,3,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,5.76374882468952,0
"340","FLaSH 1182 SKT 2013-03-06 719 6417",62,1.5316,3,2013,"Lower",0,0,0,6,0,140,8.74,1,40.16,0,21.28,0,480.81,0,0
"341","FLaSH 1183 SKT 2013-03-06 719 6418",63,1.9162,3,2013,"Lower",0,0,4,3,0,21,5.43,0,37.92,0,2.66,0,606.98,0,0
"342","FLaSH 1184 SKT 2013-03-06 719 6421",68,1.9462,3,2013,"Lower",0,0,4,3,0,30,25.34,1,24.96,0,0,0,777.48,0,0
"343","FLaSH 1184 SKT 2013-03-06 719 6421",NA,NA,3,2013,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,3.91423899894696,0
