Project,Station,Year,Month,Date,SampleID,latitude,longitude,Region,Species,Acanthocyclops spp,Acartia spp,Acartia copepodid,Acartiella sinensis,Acartiella copepodid,Barnacle nauplii,Bosmina spp,Ceriodaphnia spp,Calanoid copepodid,Chironomid larvae,Clams,Copepod nauplii,Corophium type,Crab megalope,Crab zoea,Cumaceans,Cyclopoid copepodid,Daphnia spp,Diaphanosoma spp,Diaptomus spp,Diaptomus copepodid,Eurytemora spp,Eurytemora copepodid,Eurytemora nauplii,Fish eggs,Gammarus type,Harpacticoids,Hyperacanthomysis longirostris,Isopods,Limnoithona spp,Limnoithona copepodid,Longfin Smelt,Neomysis kadiakensis,Neomysis mercedis,Oithona davisae,Oithona copepodid,Osphranticum,Ostracods,Other calanoid,Other cladocera,Other cyclopoid,Other insect larvae,Other malacostraca,Other zooplankton,Pacific Herring,Palaemon,Prickly Sculpin,Pseudodiaptomus forbesi,Pseudodiaptomus marinus,Pseudodiaptomus spp,Pseudodiaptomus copepodid,Pseudodiaptomus nauplii,Sinocalanus spp,Sinocalanus copepodid,Sinocalanus nauplii,Synchaeta,Terrestrial invertebrates,Tortanus dextrilobatus,Tortanus spp,Tortanus copepodid,Tridentiger spp,Unid amphipod,Unid calanoid,Unid cladocera,Unid copepod,Unid cyclopoid,Unid fish,Unid mysids,Nippoleucon hinumensis
EDSM,19-53-LSSC02,2019,7,7/29/2019,DOP 339 EDSM 2019-07-29 19-53-LSSC02 0566,38.41574478,-121.6103439,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
EDSM,19-53-LSSC04,2019,7,7/30/2019,DOP 258 EDSM 2019-07-30 19-53-LSSC04 571,38.25276438,-121.6678365,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,0,0,27,2,0,0,0,0,0,0,0,0,0,0,64,0,8,0,0,0,0
EDSM,19-53-LSSC05,2019,7,7/30/2019,DOP 351 EDSM 2019-07-30 19-53-LSSC05 0342,38.43844032,-121.5993652,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,78,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-02-LSSC02,2019,8,8/8/2019,DOP 257 EDSM 2019-08-08 20-02-LSSC02 573,38.333697,-121.6472575,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,11,2,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
EDSM,20-03-LSSC02,2019,8,8/16/2019,DOP 255 EDSM 2019-08-16 20-03-LSSC02 469,38.41235542,-121.612011,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-03-LSSC02,2019,8,8/16/2019,DOP 248 EDSM 2019-08-16 20-03-LSSC02 468,38.41235542,-121.612011,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-03-LSSC02,2019,8,8/16/2019,DOP 249 EDSM 2019-08-16 20-03-LSSC02 473,38.41235542,-121.612011,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-03-LSSC02,2019,8,8/16/2019,DOP 246 EDSM 2019-08-16 20-03-LSSC02 472,38.41235542,-121.612011,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-03-LSSC02,2019,8,8/16/2019,DOP 254 EDSM 2019-08-16 20-03-LSSC02 470,38.41235542,-121.612011,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-03-LSSC02,2019,8,8/16/2019,DOP 250 EDSM 2019-08-16 20-03-LSSC02 471,38.41235542,-121.612011,Middle,Delta Smelt,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
EDSM,20-04-LSSC02,2019,8,8/19/2019,DOP 247 EDSM 2019-08-19 20-04-LSSC02 574,38.41152382,-121.6117935,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,42,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-07-LSSC01,2019,9,9/9/2019,DOP 352 EDSM 2019-09-09 20-07-LSSC01 0474,38.40842438,-121.6134033,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-07-LSSC03,2019,9,9/10/2019,DOP 353 EDSM 2019-09-10 20-07-LSSC03 0475,38.35187022,-121.6399002,Lower,Delta Smelt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,13,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
EDSM,20-12-LSSC01,2019,10,10/15/2019,DOP 355 EDSM 2019-10-15 20-12-LSSC01 0577,38.35396004,-121.6386585,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
EDSM,20-14-LSSC05,2019,10,10/29/2019,DOP 354 EDSM 2019-10-29 20-14-LSSC05 0476,38.43188,-121.6026287,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,0,0,0
EDSM,20-37-USSC04,2020,4,4/9/2020,DOP 417 EDSM 2020-04-09 20-37-USSC04 L0130,38.53296471,-121.584198,Top,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
EDSM,20-38-USSC02,2020,4,4/15/2020,DOP 404 EDSM 2020-04-15 20-38-USSC02 L0357,38.5525341,-121.5783501,Top,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-39-LSSC05,2020,4,4/21/2020,DOP 419 EDSM 2020-04-21 20-39-LSSC05 L0474,38.37553406,-121.6282349,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-39-USSC01,2020,4,4/20/2020,DOP 418 EDSM 2020-04-20 20-39-USSC01 L0543,38.48309326,-121.5838051,Top,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-42-LSSC01,2020,5,5/11/2020,DOP 405 EDSM 2020-05-11 20-42-LSSC01 L0082,38.41597366,-121.6096306,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-42-LSSC04,2020,5,5/11/2020,DOP 406 EDSM 2020-05-11 20-42-LSSC04 L0767,38.4332943,-121.6014481,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-43-LSSC02,2020,5,5/19/2020,DOP 407 EDSM 2020-05-19 20-43-LSSC02 L0032,38.31960487,-121.6496925,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-43-LSSC05,2020,5,5/22/2020,DOP 410 EDSM 2020-05-22 20-43-LSSC05 L0007,38.35832024,-121.6360397,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-43-LSSC05,2020,5,5/20/2020,DOP 409 EDSM 2020-05-20 20-43-LSSC05 L0202,38.35832024,-121.6360397,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-43-LSSC06,2020,5,5/24/2020,DOP 411 EDSM 2020-05-24 20-43-LSSC06 L0107,38.33537483,-121.6462936,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
EDSM,20-43-LSSC08,2020,5,5/19/2020,DOP 408 EDSM 2020-05-19 20-43-LSSC08 L0624,38.40732574,-121.6135597,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-45-LSSC03,2020,6,6/2/2020,DOP 412 EDSM 2020-06-02 20-45-LSSC03 Vial 1,38.36094475,-121.6352234,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,37,1,23,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
EDSM,20-49-LSSC05,2020,7,7/2/2020,DOP 425 EDSM 2020-07-02 20-49-LSSC05 0224,38.33516884,-121.646492,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-50-LSSC01,2020,7,7/6/2020,DOP 426 EDSM 2020-07-06 20-50-LSSC01 0225,38.28792572,-121.6580486,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-50-LSSC02,2020,7,7/6/2020,DOP 427 EDSM 2020-07-06 20-50-LSSC02 0226,38.36380005,-121.6342087,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EDSM,20-50-LSSC02,2020,7,7/6/2020,DOP 440 EDSM 2020-07-06 20-50-LSSC02 0482,38.36380005,-121.6342087,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-50-LSSC05,2020,7,7/7/2020,DOP 428 EDSM 2020-07-07 20-50-LSSC05 0227,38.35089493,-121.6401024,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,20-51-LSSC02,2020,7,7/15/2020,DOP 429 EDSM 2020-07-15 20-51-LSSC02 0228,38.42395528,-121.6061274,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,21-02-LSSC05,2020,8,8/5/2020,DOP 430 EDSM 2020-08-05 21-02-LSSC05 0229,38.31817436,-121.6509609,Lower,Delta Smelt,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3,16,0,0,0,0,0,0,11,0,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,21-03-LSSC01,2020,8,8/12/2020,DOP 431 EDSM 2020-08-12 21-03-LSSC01 0230,38.39402962,-121.6205254,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
EDSM,21-03-LSSC05,2020,8,8/13/2020,DOP 432 EDSM 2020-08-13 21-03-LSSC05 0231,38.30732536,-121.653862,Lower,Delta Smelt,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EDSM,21-38-LSSC02,2021,4,4/12/2021,DOP 445 EDSM 2021-04-12 21-38-LSSC02 L0017,38.44917,-121.59496,Middle,Delta Smelt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,21-41-LSSC07,2021,5,5/4/2021,DOP 444 EDSM 2021-05-04 21-41-LSSC07 L0147,38.45063,-121.59487,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,21-41-LSSC07,2021,5,5/4/2021,DOP 447 EDSM 2021-05-04 21-41-LSSC07 L0372,38.45063,-121.59487,Middle,Delta Smelt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
EDSM,21-41-LSSC07,2021,5,5/4/2021,DOP 448 EDSM 2021-05-04 21-41-LSSC07 L0134,38.45063,-121.59487,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,22-03-LSSC02,2021,8,8/20/2021,DOP 473 EDSM 2021-08-20 22-03-LSSC02 E487,38.28652,-121.65895,Lower,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,17,15,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0
EDSM,22-21-USSC02,2021,12,12/21/2021,DOP 458 EDSM 2021-12-21 22-21-USSC02 S107,38.56252,-121.55421,Top,Delta Smelt,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
EDSM,22-24-LSSC03,2022,1,1/12/2022,DOP 469 EDSM 2022-01-12 22-24-LSSC03 S119,38.27463,-121.66211,Lower,Delta Smelt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,22-24-LSSC03,2022,1,1/12/2022,DOP 464 EDSM 2022-01-12 22-24-LSSC03 S114,38.27463,-121.66211,Lower,Delta Smelt,3,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
EDSM,22-27-LSSC03,2022,1,1/31/2022,DOP 466 EDSM 2022-01-31 22-27-LSSC03 S116,38.41859,-121.60923,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,22-27-LSSC03,2022,1,1/31/2022,DOP 467 EDSM 2022-01-31 22-27-LSSC03 S117,38.41859,-121.60923,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,22-30-LSSC01,2022,2,2/24/2022,DOP 488 EDSM 2022-02-24 22-30-LSSC01 S120,38.34321,-121.6443,Lower,Delta Smelt,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
EDSM,22-30-LSSC01,2022,2,2/24/2022,DOP 489 EDSM 2022-02-24 22-30-LSSC01 S121,38.34321,-121.6443,Lower,Delta Smelt,4,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,0,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,22-30-LSSC01,2022,2,2/24/2022,DOP 490 EDSM 2022-02-24 22-30-LSSC01 S122,38.34321,-121.6443,Lower,Delta Smelt,4,0,0,0,0,0,3,2,17,0,0,0,0,0,0,0,15,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EDSM,22-30-LSSC01,2022,2,2/24/2022,DOP 491 EDSM 2022-02-24 22-30-LSSC01 S123,38.34321,-121.6443,Lower,Delta Smelt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,22-31-LSSC01,2022,3,3/2/2022,DOP 494 EDSM 2022-03-02 22-31-LSSC01 S126,38.38802,-121.62252,Middle,Delta Smelt,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
EDSM,22-31-LSSC01,2022,3,3/2/2022,DOP 495 EDSM 2022-03-02 22-31-LSSC01 S127,38.38802,-121.62252,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,22-31-LSSC02,2022,3,3/2/2022,DOP 493 EDSM 2022-03-02 22-31-LSSC02 S125,38.42353,-121.60612,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EDSM,22-31-USSC01,2022,3,3/2/2022,DOP 492 EDSM 2022-03-02 22-31-USSC01 S124,38.4899,-121.58387,Top,Delta Smelt,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
EDSM,22-32-LSSC01,2022,3,3/8/2022,DOP 496 EDSM 2022-03-08 22-32-LSSC01 S128,38.36031,-121.63593,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDSM,22-32-LSSC01,2022,3,3/8/2022,DOP 497 EDSM 2022-03-08 22-32-LSSC01 S129,38.36031,-121.63593,Middle,Delta Smelt,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,68,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
EDSM,22-32-LSSC01,2022,3,3/8/2022,DOP 498 EDSM 2022-03-08 22-32-LSSC01 S130,38.36031,-121.63593,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
EDSM,22-32-LSSC01,2022,3,3/8/2022,DOP 499 EDSM 2022-03-08 22-32-LSSC01 S131,38.36031,-121.63593,Middle,Delta Smelt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0
EDSM,22-32-LSSC01,2022,3,3/8/2022,DOP 500 EDSM 2022-03-08 22-32-LSSC01 S132,38.36031,-121.63593,Middle,Delta Smelt,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EDSM,22-33-LSSC01,2022,3,3/17/2022,DOP 501 EDSM 2022-03-17 22-33-LSSC01 S133,38.40643,-121.61509,Middle,Delta Smelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
