"","SampleID","SubRegion","IBMR","TowType","Date","Latitude","Longitude","Source","Station","DOY","CPUE","BPUE","Region","Month","Year","MonthYear"
"3024","DOP 20-45-USC-01 2020-06-01 ICF2126","Upper Sacramento River Ship Channel","pdiapfor","Surface",2020-06-01,38.506212,-121.584882,"DOP","20-45-USC-01",153,7.842179374,20.86019713484,"Top",6,2020,2019.58333333333
"3025","DOP 20-45-USC-01 2020-06-01 ICF2126","Upper Sacramento River Ship Channel","pdiapjuv","Surface",2020-06-01,38.506212,-121.584882,"DOP","20-45-USC-01",153,1419.434467,1632.34963705,"Top",6,2020,2019.58333333333
"3026","DOP 20-45-USC-02 2020-06-01 ICF2123","Upper Sacramento River Ship Channel","allcopnaup","Surface",2020-06-01,38.559736,-121.566208,"DOP","20-45-USC-02",153,311.5126875,31.15126875,"Top",6,2020,2019.58333333333
"3027","DOP 20-45-USC-02 2020-06-01 ICF2123","Upper Sacramento River Ship Channel","daphnia","Surface",2020-06-01,38.559736,-121.566208,"DOP","20-45-USC-02",153,124854.28515,499417.1406,"Top",6,2020,2019.58333333333
"3028","DOP 20-45-USC-02 2020-06-01 ICF2123","Upper Sacramento River Ship Channel","othcalad","Surface",2020-06-01,38.559736,-121.566208,"DOP","20-45-USC-02",153,249.21015,923.32360575,"Top",6,2020,2019.58333333333
"3029","DOP 20-45-USC-02 2020-06-01 ICF2123","Upper Sacramento River Ship Channel","othcaladjuv","Surface",2020-06-01,38.559736,-121.566208,"DOP","20-45-USC-02",153,1121.4456745,1682.16851175,"Top",6,2020,2019.58333333333
"3030","DOP 20-45-USC-02 2020-06-01 ICF2123","Upper Sacramento River Ship Channel","othclad","Surface",2020-06-01,38.559736,-121.566208,"DOP","20-45-USC-02",153,4298.8750875,2903.2982475,"Top",6,2020,2019.58333333333
"3031","DOP 20-45-USC-02 2020-06-01 ICF2123","Upper Sacramento River Ship Channel","pdiapfor","Surface",2020-06-01,38.559736,-121.566208,"DOP","20-45-USC-02",153,124.605075,331.4494995,"Top",6,2020,2019.58333333333
"3032","DOP 20-45-USC-02 2020-06-01 ICF2123","Upper Sacramento River Ship Channel","pdiapjuv","Surface",2020-06-01,38.559736,-121.566208,"DOP","20-45-USC-02",153,4984.203,5731.83345,"Top",6,2020,2019.58333333333
"3033","DOP 20-45-USC-02 2020-06-01 ICF2125","Upper Sacramento River Ship Channel","allcopnaup","Bottom",2020-06-01,38.560773,-121.561906,"DOP","20-45-USC-02",153,29.52676844,2.952676844,"Top",6,2020,2019.58333333333
"3034","DOP 20-45-USC-02 2020-06-01 ICF2125","Upper Sacramento River Ship Channel","daphnia","Bottom",2020-06-01,38.560773,-121.561906,"DOP","20-45-USC-02",153,27194.153736,108776.614944,"Top",6,2020,2019.58333333333
"3035","DOP 20-45-USC-02 2020-06-01 ICF2125","Upper Sacramento River Ship Channel","limno","Bottom",2020-06-01,38.560773,-121.561906,"DOP","20-45-USC-02",153,177.1606107,23.030879391,"Top",6,2020,2019.58333333333
"3036","DOP 20-45-USC-02 2020-06-01 ICF2125","Upper Sacramento River Ship Channel","othcalad","Bottom",2020-06-01,38.560773,-121.561906,"DOP","20-45-USC-02",153,7736.013333,26989.53323417,"Top",6,2020,2019.58333333333
"3037","DOP 20-45-USC-02 2020-06-01 ICF2125","Upper Sacramento River Ship Channel","othcaladjuv","Bottom",2020-06-01,38.560773,-121.561906,"DOP","20-45-USC-02",153,2509.775318,3764.662977,"Top",6,2020,2019.58333333333
"3038","DOP 20-45-USC-02 2020-06-01 ICF2125","Upper Sacramento River Ship Channel","othclad","Bottom",2020-06-01,38.560773,-121.561906,"DOP","20-45-USC-02",153,9330.458829,8917.0840706,"Top",6,2020,2019.58333333333
"3039","DOP 20-45-USC-02 2020-06-01 ICF2125","Upper Sacramento River Ship Channel","pdiapfor","Bottom",2020-06-01,38.560773,-121.561906,"DOP","20-45-USC-02",153,738.1692111,1963.530101526,"Top",6,2020,2019.58333333333
"3040","DOP 20-45-USC-02 2020-06-01 ICF2125","Upper Sacramento River Ship Channel","pdiapjuv","Bottom",2020-06-01,38.560773,-121.561906,"DOP","20-45-USC-02",153,14320.4827,16468.555105,"Top",6,2020,2019.58333333333
"3041","DOP 20-46-LSC-01 2020-06-09 ICF2183","Lower Sacramento River Ship Channel","allcopnaup","Surface",2020-06-09,38.223936,-121.674138,"DOP","20-46-LSC-01",161,123.548779408,12.3548779408,"Lower",6,2020,2019.58333333333
"3042","DOP 20-46-LSC-01 2020-06-09 ICF2183","Lower Sacramento River Ship Channel","daphnia","Surface",2020-06-09,38.223936,-121.674138,"DOP","20-46-LSC-01",161,22.463414433,89.853657732,"Lower",6,2020,2019.58333333333
"3043","DOP 20-46-LSC-01 2020-06-09 ICF2183","Lower Sacramento River Ship Channel","othcalad","Surface",2020-06-09,38.223936,-121.674138,"DOP","20-46-LSC-01",161,29.95121924,102.1336576084,"Lower",6,2020,2019.58333333333
"3044","DOP 20-46-LSC-01 2020-06-09 ICF2183","Lower Sacramento River Ship Channel","othcaladjuv","Surface",2020-06-09,38.223936,-121.674138,"DOP","20-46-LSC-01",161,20.59146323,30.8871948450001,"Lower",6,2020,2019.58333333333
"3045","DOP 20-46-LSC-01 2020-06-09 ICF2183","Lower Sacramento River Ship Channel","othclad","Surface",2020-06-09,38.223936,-121.674138,"DOP","20-46-LSC-01",161,106.701218548,78.996340748,"Lower",6,2020,2019.58333333333
"3046","DOP 20-46-LSC-01 2020-06-09 ICF2183","Lower Sacramento River Ship Channel","othcyc","Surface",2020-06-09,38.223936,-121.674138,"DOP","20-46-LSC-01",161,20.59146323,69.1873164528,"Lower",6,2020,2019.58333333333
"3047","DOP 20-46-LSC-01 2020-06-09 ICF2183","Lower Sacramento River Ship Channel","other","Surface",2020-06-09,38.223936,-121.674138,"DOP","20-46-LSC-01",161,3.743902406,2.39609753984,"Lower",6,2020,2019.58333333333
"3048","DOP 20-46-LSC-01 2020-06-09 ICF2183","Lower Sacramento River Ship Channel","pdiapfor","Surface",2020-06-09,38.223936,-121.674138,"DOP","20-46-LSC-01",161,1132.530478,3012.53107148,"Lower",6,2020,2019.58333333333
"3049","DOP 20-46-LSC-01 2020-06-09 ICF2183","Lower Sacramento River Ship Channel","pdiapjuv","Surface",2020-06-09,38.223936,-121.674138,"DOP","20-46-LSC-01",161,1252.335355,1440.18565825,"Lower",6,2020,2019.58333333333
"3050","DOP 20-46-LSC-01 2020-06-09 ICF2187","Lower Sacramento River Ship Channel","acartela","Bottom",2020-06-09,38.224993,-121.674443,"DOP","20-46-LSC-01",161,4.53704665,12.1139145555,"Lower",6,2020,2019.58333333333
"3051","DOP 20-46-LSC-01 2020-06-09 ICF2187","Lower Sacramento River Ship Channel","allcopnaup","Bottom",2020-06-09,38.224993,-121.674443,"DOP","20-46-LSC-01",161,88.47240967,8.847240967,"Lower",6,2020,2019.58333333333
"3052","DOP 20-46-LSC-01 2020-06-09 ICF2187","Lower Sacramento River Ship Channel","daphnia","Bottom",2020-06-09,38.224993,-121.674443,"DOP","20-46-LSC-01",161,6.805569975,27.2222799,"Lower",6,2020,2019.58333333333
"3053","DOP 20-46-LSC-01 2020-06-09 ICF2187","Lower Sacramento River Ship Channel","othcalad","Bottom",2020-06-09,38.224993,-121.674443,"DOP","20-46-LSC-01",161,40.83341985,141.918819212,"Lower",6,2020,2019.58333333333
"3054","DOP 20-46-LSC-01 2020-06-09 ICF2187","Lower Sacramento River Ship Channel","othcaladjuv","Bottom",2020-06-09,38.224993,-121.674443,"DOP","20-46-LSC-01",161,13.6111399499998,20.4167099249997,"Lower",6,2020,2019.58333333333
"3055","DOP 20-46-LSC-01 2020-06-09 ICF2187","Lower Sacramento River Ship Channel","othclad","Bottom",2020-06-09,38.224993,-121.674443,"DOP","20-46-LSC-01",161,63.518653094,53.537150466,"Lower",6,2020,2019.58333333333
"3056","DOP 20-46-LSC-01 2020-06-09 ICF2187","Lower Sacramento River Ship Channel","othcyc","Bottom",2020-06-09,38.224993,-121.674443,"DOP","20-46-LSC-01",161,24.95375657,83.8446220752,"Lower",6,2020,2019.58333333333
"3057","DOP 20-46-LSC-01 2020-06-09 ICF2187","Lower Sacramento River Ship Channel","other","Bottom",2020-06-09,38.224993,-121.674443,"DOP","20-46-LSC-01",161,9.074093299,2.54074612372,"Lower",6,2020,2019.58333333333
"3058","DOP 20-46-LSC-01 2020-06-09 ICF2187","Lower Sacramento River Ship Channel","pdiapfor","Bottom",2020-06-09,38.224993,-121.674443,"DOP","20-46-LSC-01",161,2636.024103,7011.82411398,"Lower",6,2020,2019.58333333333
"3059","DOP 20-46-LSC-01 2020-06-09 ICF2187","Lower Sacramento River Ship Channel","pdiapjuv","Bottom",2020-06-09,38.224993,-121.674443,"DOP","20-46-LSC-01",161,1211.391455,1393.10017325,"Lower",6,2020,2019.58333333333
"3060","DOP 20-46-LSC-03 2020-06-09 ICF2180","Lower Sacramento River Ship Channel","allcopnaup","Surface",2020-06-09,38.282701,-121.660383,"DOP","20-46-LSC-03",161,136.9650619,13.69650619,"Lower",6,2020,2019.58333333333
"3061","DOP 20-46-LSC-03 2020-06-09 ICF2180","Lower Sacramento River Ship Channel","daphnia","Surface",2020-06-09,38.282701,-121.660383,"DOP","20-46-LSC-03",161,5.955002691,23.820010764,"Lower",6,2020,2019.58333333333
"3062","DOP 20-46-LSC-03 2020-06-09 ICF2180","Lower Sacramento River Ship Channel","othcalad","Surface",2020-06-09,38.282701,-121.660383,"DOP","20-46-LSC-03",161,107.190048394,367.860366082,"Lower",6,2020,2019.58333333333
"3063","DOP 20-46-LSC-03 2020-06-09 ICF2180","Lower Sacramento River Ship Channel","othcaladjuv","Surface",2020-06-09,38.282701,-121.660383,"DOP","20-46-LSC-03",161,75.430034084,113.145051126,"Lower",6,2020,2019.58333333333
"3064","DOP 20-46-LSC-03 2020-06-09 ICF2180","Lower Sacramento River Ship Channel","othclad","Surface",2020-06-09,38.282701,-121.660383,"DOP","20-46-LSC-03",161,35.73001615,29.378013278,"Lower",6,2020,2019.58333333333
"3065","DOP 20-46-LSC-03 2020-06-09 ICF2180","Lower Sacramento River Ship Channel","othcyc","Surface",2020-06-09,38.282701,-121.660383,"DOP","20-46-LSC-03",161,23.82001076,80.0352361536,"Lower",6,2020,2019.58333333333
"3066","DOP 20-46-LSC-03 2020-06-09 ICF2180","Lower Sacramento River Ship Channel","other","Surface",2020-06-09,38.282701,-121.660383,"DOP","20-46-LSC-03",161,9.925004485,2.7790012558,"Lower",6,2020,2019.58333333333
"3067","DOP 20-46-LSC-03 2020-06-09 ICF2180","Lower Sacramento River Ship Channel","pdiapfor","Surface",2020-06-09,38.282701,-121.660383,"DOP","20-46-LSC-03",161,889.2804018,2365.485868788,"Lower",6,2020,2019.58333333333
"3068","DOP 20-46-LSC-03 2020-06-09 ICF2180","Lower Sacramento River Ship Channel","pdiapjuv","Surface",2020-06-09,38.282701,-121.660383,"DOP","20-46-LSC-03",161,1939.345876,2230.2477574,"Lower",6,2020,2019.58333333333
"3069","DOP 20-46-LSC-03 2020-06-09 ICF2185","Lower Sacramento River Ship Channel","allcopnaup","Surface",2020-06-09,38.281941,-121.660141,"DOP","20-46-LSC-03",161,312.700102021,31.2700102021,"Lower",6,2020,2019.58333333333
"3070","DOP 20-46-LSC-03 2020-06-09 ICF2185","Lower Sacramento River Ship Channel","daphnia","Surface",2020-06-09,38.281941,-121.660141,"DOP","20-46-LSC-03",161,9.107769963,36.431079852,"Lower",6,2020,2019.58333333333
"3071","DOP 20-46-LSC-03 2020-06-09 ICF2185","Lower Sacramento River Ship Channel","limno","Surface",2020-06-09,38.281941,-121.660141,"DOP","20-46-LSC-03",161,3.035923321,0.39467003173,"Lower",6,2020,2019.58333333333
"3072","DOP 20-46-LSC-03 2020-06-09 ICF2185","Lower Sacramento River Ship Channel","othcalad","Surface",2020-06-09,38.281941,-121.660141,"DOP","20-46-LSC-03",161,42.502926491,146.7261740937,"Lower",6,2020,2019.58333333333
"3073","DOP 20-46-LSC-03 2020-06-09 ICF2185","Lower Sacramento River Ship Channel","othcaladjuv","Surface",2020-06-09,38.281941,-121.660141,"DOP","20-46-LSC-03",161,39.4670031800001,59.2005047700002,"Lower",6,2020,2019.58333333333
"3074","DOP 20-46-LSC-03 2020-06-09 ICF2185","Lower Sacramento River Ship Channel","othclad","Surface",2020-06-09,38.281941,-121.660141,"DOP","20-46-LSC-03",161,36.431079855,27.930494555,"Lower",6,2020,2019.58333333333
"3075","DOP 20-46-LSC-03 2020-06-09 ICF2185","Lower Sacramento River Ship Channel","othcyc","Surface",2020-06-09,38.281941,-121.660141,"DOP","20-46-LSC-03",161,12.14369328,40.8028094208,"Lower",6,2020,2019.58333333333
"3076","DOP 20-46-LSC-03 2020-06-09 ICF2185","Lower Sacramento River Ship Channel","other","Surface",2020-06-09,38.281941,-121.660141,"DOP","20-46-LSC-03",161,15.179616601,3.76454491692,"Lower",6,2020,2019.58333333333
"3077","DOP 20-46-LSC-03 2020-06-09 ICF2185","Lower Sacramento River Ship Channel","pdiapfor","Surface",2020-06-09,38.281941,-121.660141,"DOP","20-46-LSC-03",161,1724.404446,4586.91582636,"Lower",6,2020,2019.58333333333
"3078","DOP 20-46-LSC-03 2020-06-09 ICF2185","Lower Sacramento River Ship Channel","pdiapjuv","Surface",2020-06-09,38.281941,-121.660141,"DOP","20-46-LSC-03",161,3797.940075,4367.63108625,"Lower",6,2020,2019.58333333333
"3079","DOP 20-46-LSC-03 2020-06-09 ICF2194","Lower Sacramento River Ship Channel","allcopnaup","Bottom",2020-06-09,38.28397,-121.659569,"DOP","20-46-LSC-03",161,169.8404841,16.98404841,"Lower",6,2020,2019.58333333333
"3080","DOP 20-46-LSC-03 2020-06-09 ICF2194","Lower Sacramento River Ship Channel","eurytem","Bottom",2020-06-09,38.28397,-121.659569,"DOP","20-46-LSC-03",161,35.38343419,106.15030257,"Lower",6,2020,2019.58333333333
"3081","DOP 20-46-LSC-03 2020-06-09 ICF2194","Lower Sacramento River Ship Channel","limno","Bottom",2020-06-09,38.28397,-121.659569,"DOP","20-46-LSC-03",161,7.076686838,0.91996928894,"Lower",6,2020,2019.58333333333
"3082","DOP 20-46-LSC-03 2020-06-09 ICF2194","Lower Sacramento River Ship Channel","othcalad","Bottom",2020-06-09,38.28397,-121.659569,"DOP","20-46-LSC-03",161,176.9171709,603.287552769,"Lower",6,2020,2019.58333333333
"3083","DOP 20-46-LSC-03 2020-06-09 ICF2194","Lower Sacramento River Ship Channel","othcaladjuv","Bottom",2020-06-09,38.28397,-121.659569,"DOP","20-46-LSC-03",161,99.0736157279998,148.610423592,"Lower",6,2020,2019.58333333333
"3084","DOP 20-46-LSC-03 2020-06-09 ICF2194","Lower Sacramento River Ship Channel","othclad","Bottom",2020-06-09,38.28397,-121.659569,"DOP","20-46-LSC-03",161,63.690181546,60.8595068108,"Lower",6,2020,2019.58333333333
"3085","DOP 20-46-LSC-03 2020-06-09 ICF2194","Lower Sacramento River Ship Channel","pdiapfor","Bottom",2020-06-09,38.28397,-121.659569,"DOP","20-46-LSC-03",161,3000.515219,7981.37048254,"Lower",6,2020,2019.58333333333
"3086","DOP 20-46-LSC-03 2020-06-09 ICF2194","Lower Sacramento River Ship Channel","pdiapjuv","Bottom",2020-06-09,38.28397,-121.659569,"DOP","20-46-LSC-03",161,4408.7759,5070.092285,"Lower",6,2020,2019.58333333333
"3087","DOP 20-47-LSC-01 2020-06-15 ICF2205","Lower Sacramento River Ship Channel","allcopnaup","Surface",2020-06-15,38.213172,-121.666935,"DOP","20-47-LSC-01",167,229.55345793,22.955345793,"Lower",6,2020,2019.58333333333
"3088","DOP 20-47-LSC-01 2020-06-15 ICF2205","Lower Sacramento River Ship Channel","daphnia","Surface",2020-06-15,38.213172,-121.666935,"DOP","20-47-LSC-01",167,10.931117044,43.724468176,"Lower",6,2020,2019.58333333333
"3089","DOP 20-47-LSC-01 2020-06-15 ICF2205","Lower Sacramento River Ship Channel","othcalad","Surface",2020-06-15,38.213172,-121.666935,"DOP","20-47-LSC-01",167,16.396675571,63.97436252001,"Lower",6,2020,2019.58333333333
"3090","DOP 20-47-LSC-01 2020-06-15 ICF2205","Lower Sacramento River Ship Channel","othcaladjuv","Surface",2020-06-15,38.213172,-121.666935,"DOP","20-47-LSC-01",167,16.3966755659999,24.5950133489998,"Lower",6,2020,2019.58333333333
"3091","DOP 20-47-LSC-01 2020-06-15 ICF2205","Lower Sacramento River Ship Channel","othclad","Surface",2020-06-15,38.213172,-121.666935,"DOP","20-47-LSC-01",167,79.250598562,68.319481518,"Lower",6,2020,2019.58333333333
"3092","DOP 20-47-LSC-01 2020-06-15 ICF2205","Lower Sacramento River Ship Channel","othcyc","Surface",2020-06-15,38.213172,-121.666935,"DOP","20-47-LSC-01",167,13.66389631,45.9106916016,"Lower",6,2020,2019.58333333333
"3093","DOP 20-47-LSC-01 2020-06-15 ICF2205","Lower Sacramento River Ship Channel","other","Surface",2020-06-15,38.213172,-121.666935,"DOP","20-47-LSC-01",167,24.595013351,22.62741228308,"Lower",6,2020,2019.58333333333
"3094","DOP 20-47-LSC-01 2020-06-15 ICF2205","Lower Sacramento River Ship Channel","pdiapfor","Surface",2020-06-15,38.213172,-121.666935,"DOP","20-47-LSC-01",167,2669.925338,7102.00139908,"Lower",6,2020,2019.58333333333
"3095","DOP 20-47-LSC-01 2020-06-15 ICF2205","Lower Sacramento River Ship Channel","pdiapjuv","Surface",2020-06-15,38.213172,-121.666935,"DOP","20-47-LSC-01",167,2746.443157,3158.40963055,"Lower",6,2020,2019.58333333333
"3096","DOP 20-47-LSC-01 2020-06-15 ICF2206","Lower Sacramento River Ship Channel","acartela","Bottom",2020-06-15,38.213713,-121.668381,"DOP","20-47-LSC-01",167,2.330831102,6.22331904234,"Lower",6,2020,2019.58333333333
"3097","DOP 20-47-LSC-01 2020-06-15 ICF2206","Lower Sacramento River Ship Channel","allcopnaup","Bottom",2020-06-15,38.213713,-121.668381,"DOP","20-47-LSC-01",167,170.15067043,17.015067043,"Lower",6,2020,2019.58333333333
"3098","DOP 20-47-LSC-01 2020-06-15 ICF2206","Lower Sacramento River Ship Channel","daphnia","Bottom",2020-06-15,38.213713,-121.668381,"DOP","20-47-LSC-01",167,9.323324409,37.293297636,"Lower",6,2020,2019.58333333333
"3099","DOP 20-47-LSC-01 2020-06-15 ICF2206","Lower Sacramento River Ship Channel","othcalad","Bottom",2020-06-15,38.213713,-121.668381,"DOP","20-47-LSC-01",167,23.30831102,79.4813405782,"Lower",6,2020,2019.58333333333
"3100","DOP 20-47-LSC-01 2020-06-15 ICF2206","Lower Sacramento River Ship Channel","othcaladjuv","Bottom",2020-06-15,38.213713,-121.668381,"DOP","20-47-LSC-01",167,16.3158177150003,24.4737265725005,"Lower",6,2020,2019.58333333333
"3101","DOP 20-47-LSC-01 2020-06-15 ICF2206","Lower Sacramento River Ship Channel","othclad","Bottom",2020-06-15,38.213713,-121.668381,"DOP","20-47-LSC-01",167,30.300804326,25.639142122,"Lower",6,2020,2019.58333333333
"3102","DOP 20-47-LSC-01 2020-06-15 ICF2206","Lower Sacramento River Ship Channel","othcyc","Bottom",2020-06-15,38.213713,-121.668381,"DOP","20-47-LSC-01",167,23.30831102,78.3159250272,"Lower",6,2020,2019.58333333333
"3103","DOP 20-47-LSC-01 2020-06-15 ICF2206","Lower Sacramento River Ship Channel","other","Bottom",2020-06-15,38.213713,-121.668381,"DOP","20-47-LSC-01",167,11.654155511,9.60302414124,"Lower",6,2020,2019.58333333333
"3104","DOP 20-47-LSC-01 2020-06-15 ICF2206","Lower Sacramento River Ship Channel","pdiapfor","Bottom",2020-06-15,38.213713,-121.668381,"DOP","20-47-LSC-01",167,3020.757109,8035.21390994,"Lower",6,2020,2019.58333333333
"3105","DOP 20-47-LSC-01 2020-06-15 ICF2206","Lower Sacramento River Ship Channel","pdiapjuv","Bottom",2020-06-15,38.213713,-121.668381,"DOP","20-47-LSC-01",167,2218.951209,2551.79389035,"Lower",6,2020,2019.58333333333
"3106","DOP 20-47-LSC-03 2020-06-15 ICF2203","Lower Sacramento River Ship Channel","allcopnaup","Surface",2020-06-15,38.364763,-121.633906,"DOP","20-47-LSC-03",167,156.955469701,15.6955469701,"Middle",6,2020,2019.58333333333
"3107","DOP 20-47-LSC-03 2020-06-15 ICF2203","Lower Sacramento River Ship Channel","limno","Surface",2020-06-15,38.364763,-121.633906,"DOP","20-47-LSC-03",167,68.66801798,8.9268423374,"Middle",6,2020,2019.58333333333
"3108","DOP 20-47-LSC-03 2020-06-15 ICF2203","Lower Sacramento River Ship Channel","othcalad","Surface",2020-06-15,38.364763,-121.633906,"DOP","20-47-LSC-03",167,335.4923164,1144.028798924,"Middle",6,2020,2019.58333333333
"3109","DOP 20-47-LSC-03 2020-06-15 ICF2203","Lower Sacramento River Ship Channel","othcaladjuv","Surface",2020-06-15,38.364763,-121.633906,"DOP","20-47-LSC-03",167,718.071273742,1077.106910613,"Middle",6,2020,2019.58333333333
"3110","DOP 20-47-LSC-03 2020-06-15 ICF2203","Lower Sacramento River Ship Channel","othclad","Surface",2020-06-15,38.364763,-121.633906,"DOP","20-47-LSC-03",167,392.3886742,392.3886742,"Middle",6,2020,2019.58333333333
"3111","DOP 20-47-LSC-03 2020-06-15 ICF2203","Lower Sacramento River Ship Channel","othcyc","Surface",2020-06-15,38.364763,-121.633906,"DOP","20-47-LSC-03",167,7.847773483,26.36851890288,"Middle",6,2020,2019.58333333333
"3112","DOP 20-47-LSC-03 2020-06-15 ICF2203","Lower Sacramento River Ship Channel","other","Surface",2020-06-15,38.364763,-121.633906,"DOP","20-47-LSC-03",167,17.657490337,10.59449420212,"Middle",6,2020,2019.58333333333
"3113","DOP 20-47-LSC-03 2020-06-15 ICF2203","Lower Sacramento River Ship Channel","pdiapfor","Surface",2020-06-15,38.364763,-121.633906,"DOP","20-47-LSC-03",167,96.13522517,255.7196989522,"Middle",6,2020,2019.58333333333
"3114","DOP 20-47-LSC-03 2020-06-15 ICF2203","Lower Sacramento River Ship Channel","pdiapjuv","Surface",2020-06-15,38.364763,-121.633906,"DOP","20-47-LSC-03",167,1234.06238,1419.171737,"Middle",6,2020,2019.58333333333
"3115","DOP 20-47-LSC-03 2020-06-15 ICF2207","Lower Sacramento River Ship Channel","allcopnaup","Bottom",2020-06-15,38.365275,-121.633545,"DOP","20-47-LSC-03",167,192.497761748,19.2497761748,"Middle",6,2020,2019.58333333333
"3116","DOP 20-47-LSC-03 2020-06-15 ICF2207","Lower Sacramento River Ship Channel","limno","Bottom",2020-06-15,38.365275,-121.633545,"DOP","20-47-LSC-03",167,33.31692031,4.3311996403,"Middle",6,2020,2019.58333333333
"3117","DOP 20-47-LSC-03 2020-06-15 ICF2207","Lower Sacramento River Ship Channel","othcalad","Bottom",2020-06-15,38.365275,-121.633545,"DOP","20-47-LSC-03",167,1569.5971341,5358.87855494,"Middle",6,2020,2019.58333333333
"3118","DOP 20-47-LSC-03 2020-06-15 ICF2207","Lower Sacramento River Ship Channel","othcaladjuv","Bottom",2020-06-15,38.365275,-121.633545,"DOP","20-47-LSC-03",167,2639.440464034,3959.160696051,"Middle",6,2020,2019.58333333333
"3119","DOP 20-47-LSC-03 2020-06-15 ICF2207","Lower Sacramento River Ship Channel","othclad","Bottom",2020-06-15,38.365275,-121.633545,"DOP","20-47-LSC-03",167,736.674126834,736.674126834,"Middle",6,2020,2019.58333333333
"3120","DOP 20-47-LSC-03 2020-06-15 ICF2207","Lower Sacramento River Ship Channel","other","Bottom",2020-06-15,38.365275,-121.633545,"DOP","20-47-LSC-03",167,37.01880035,26.3573858492,"Middle",6,2020,2019.58333333333
"3121","DOP 20-47-LSC-03 2020-06-15 ICF2207","Lower Sacramento River Ship Channel","pdiapfor","Bottom",2020-06-15,38.365275,-121.633545,"DOP","20-47-LSC-03",167,958.7869289,2550.373230874,"Middle",6,2020,2019.58333333333
"3122","DOP 20-47-LSC-03 2020-06-15 ICF2207","Lower Sacramento River Ship Channel","pdiapjuv","Bottom",2020-06-15,38.365275,-121.633545,"DOP","20-47-LSC-03",167,2098.965979,2413.81087585,"Middle",6,2020,2019.58333333333
"3123","DOP 20-47-LSC-03 2020-06-15 ICF2208","Lower Sacramento River Ship Channel","allcopnaup","Surface",2020-06-15,38.367707,-121.633263,"DOP","20-47-LSC-03",167,191.27054414,19.127054414,"Middle",6,2020,2019.58333333333
"3124","DOP 20-47-LSC-03 2020-06-15 ICF2208","Lower Sacramento River Ship Channel","limno","Surface",2020-06-15,38.367707,-121.633263,"DOP","20-47-LSC-03",167,136.24751088,17.7121764144,"Middle",6,2020,2019.58333333333
"3125","DOP 20-47-LSC-03 2020-06-15 ICF2208","Lower Sacramento River Ship Channel","othcalad","Surface",2020-06-15,38.367707,-121.633263,"DOP","20-47-LSC-03",167,1501.342764,5119.57882524,"Middle",6,2020,2019.58333333333
"3126","DOP 20-47-LSC-03 2020-06-15 ICF2208","Lower Sacramento River Ship Channel","othcaladjuv","Surface",2020-06-15,38.367707,-121.633263,"DOP","20-47-LSC-03",167,1142.38297596,1713.57446394,"Middle",6,2020,2019.58333333333
"3127","DOP 20-47-LSC-03 2020-06-15 ICF2208","Lower Sacramento River Ship Channel","othclad","Surface",2020-06-15,38.367707,-121.633263,"DOP","20-47-LSC-03",167,206.9914108,206.9914108,"Middle",6,2020,2019.58333333333
"3128","DOP 20-47-LSC-03 2020-06-15 ICF2208","Lower Sacramento River Ship Channel","other","Surface",2020-06-15,38.367707,-121.633263,"DOP","20-47-LSC-03",167,7.86043332,5.9739293232,"Middle",6,2020,2019.58333333333
"3129","DOP 20-47-LSC-03 2020-06-15 ICF2208","Lower Sacramento River Ship Channel","pdiapfor","Surface",2020-06-15,38.367707,-121.633263,"DOP","20-47-LSC-03",167,1019.236187,2711.16825742,"Middle",6,2020,2019.58333333333
"3130","DOP 20-47-LSC-03 2020-06-15 ICF2208","Lower Sacramento River Ship Channel","pdiapjuv","Surface",2020-06-15,38.367707,-121.633263,"DOP","20-47-LSC-03",167,2234.983208,2570.2306892,"Middle",6,2020,2019.58333333333
"3131","DOP 20-48-LSC-01 2020-06-24 ICF2270","Lower Sacramento River Ship Channel","allcopnaup","Surface",2020-06-24,38.35575,-121.638933,"DOP","20-48-LSC-01",176,130.61795273,13.061795273,"Lower",6,2020,2019.58333333333
"3132","DOP 20-48-LSC-01 2020-06-24 ICF2270","Lower Sacramento River Ship Channel","limno","Surface",2020-06-24,38.35575,-121.638933,"DOP","20-48-LSC-01",176,41.05135659,5.3366763567,"Lower",6,2020,2019.58333333333
"3133","DOP 20-48-LSC-01 2020-06-24 ICF2270","Lower Sacramento River Ship Channel","othcalad","Surface",2020-06-24,38.35575,-121.638933,"DOP","20-48-LSC-01",176,1265.128171508,4316.288910332,"Lower",6,2020,2019.58333333333
"3134","DOP 20-48-LSC-01 2020-06-24 ICF2270","Lower Sacramento River Ship Channel","othcaladjuv","Surface",2020-06-24,38.35575,-121.638933,"DOP","20-48-LSC-01",176,873.274312816,1309.911469224,"Lower",6,2020,2019.58333333333
"3135","DOP 20-48-LSC-01 2020-06-24 ICF2270","Lower Sacramento River Ship Channel","othclad","Surface",2020-06-24,38.35575,-121.638933,"DOP","20-48-LSC-01",176,97.030479208,97.030479208,"Lower",6,2020,2019.58333333333
"3136","DOP 20-48-LSC-01 2020-06-24 ICF2270","Lower Sacramento River Ship Channel","othcyc","Surface",2020-06-24,38.35575,-121.638933,"DOP","20-48-LSC-01",176,3.731941508,12.53932346688,"Lower",6,2020,2019.58333333333
