"","SampleID2","serial","Region","ForkLength","TotalBodyWeight","Month","Year","acartela","allcopnaup","daphnia","eurytem","limno","othcalad","othcaljuv","othclad","othcyc","other","pdiapfor","pdiapjuv","sino","amphipod","mysids","SampleID","Date","SurfaceTemperature","SurfaceConductivity","SurfacePPT","Secchi","Turbidity","latitude","longitude","DOY","daylength"
"165","DOP 324 EDSM 2019-07-24 19-52-LSSC03 ","551","Middle",41,0.4695,7,2019,0,0.1,0,0,0.78,27,0,0,6.72,0,5.32,2.3,13.64,0,0,"DOP 324 EDSM 2019-07-24 19-52-LSSC03 0551",2019-07-24,23.60000038,507,0.229115947913498,36.0000014,34.59999847,38.38259506,-121.625946,205,14.3985104250369
"166","DOP 325 EDSM 2019-07-24 19-52-LSSC03 ","552","Middle",51,0.8737,7,2019,0,0,0,0,0.13,0,1.5,2,0,0,0,1.15,10.23,0,0,"DOP 325 EDSM 2019-07-24 19-52-LSSC03 0552",2019-07-24,23.60000038,507,0.229115947913498,36.0000014,34.59999847,38.38259506,-121.625946,205,14.3985104250369
"167","DOP 326 EDSM 2019-07-15 19-51-LSSC02 ","553","Middle",45,0.4599,7,2019,0,0,0,0,0.82,0,1.81,1,3.36,0,26.6,0,88.66,1.57791581324621,0,"DOP 326 EDSM 2019-07-15 19-51-LSSC02 0553",2019-07-15,24.10000038,845,0.395864489844384,50.999999,16.10000038,38.46887493,-121.5855713,196,14.6145356834454
"168","DOP 327 EDSM 2019-07-09 19-50-LSSC05 ","554","Middle",50,0.8339,7,2019,0,0,0,0,0,4,0,4,3.36,0,63.84,0,265.98,0,11.6458082489123,"DOP 327 EDSM 2019-07-09 19-50-LSSC05 0554",2019-07-09,22.20000076,504,0.22766511736294,36.0000014,39,38.36758041,-121.632618,190,14.7108088061096
"169","DOP 328 EDSM 2019-07-08 19-50-LSSC03 ","555","Lower",46,0.6919,7,2019,0,0,0,0,0,0,0,0,8.16,0,510.72,1.15,0,0,0,"DOP 328 EDSM 2019-07-08 19-50-LSSC03 0555",2019-07-08,22.10000038,238.8000031,0.102354646816733,81.0000002,23.60000038,38.31340408,-121.6519051,189,14.7202994499242
"170","DOP 329 EDSM 2019-07-08 19-50-LSSC03 ","556","Lower",41,0.5249,7,2019,0,0,0,0,0,9,0,1,0,0,162.26,0,0,0,0,"DOP 329 EDSM 2019-07-08 19-50-LSSC03 0556",2019-07-08,22.10000038,238.8000031,0.102354646816733,81.0000002,23.60000038,38.31340408,-121.6519051,189,14.7202994499242
"171","DOP 330 EDSM 2019-07-08 19-50-LSSC03 ","557","Lower",50,0.8453,7,2019,0,0.1,0,0,0.13,0,0,1,4.96,0,45.22,1.15,92.07,0,0,"DOP 330 EDSM 2019-07-08 19-50-LSSC03 0557",2019-07-08,22.10000038,238.8000031,0.102354646816733,81.0000002,23.60000038,38.31340408,-121.6519051,189,14.7202994499242
"172","DOP 331 EDSM 2019-07-08 19-50-LSSC03 ","558","Lower",49,0.9746,7,2019,0,0,0,3,0,0,0,4,13.28,0,460.18,2.3,3.41,0,0,"DOP 331 EDSM 2019-07-08 19-50-LSSC03 0558",2019-07-08,22.10000038,238.8000031,0.102354646816733,81.0000002,23.60000038,38.31340408,-121.6519051,189,14.7202994499242
"173","DOP 332 EDSM 2019-07-08 19-50-LSSC02 ","559","Middle",38,0.3854,7,2019,0,0,0,0,0,3,0,0,0,0,5.32,0,3.41,0,0,"DOP 332 EDSM 2019-07-08 19-50-LSSC02 0559",2019-07-08,22.29999924,522,0.23637915022291,52.9999971,50.40000153,38.37425041,-121.6297417,189,14.7262887462255
"174","DOP 333 EDSM 2019-07-08 19-50-LSSC02 ","560","Middle",43,0.5146,7,2019,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,"DOP 333 EDSM 2019-07-08 19-50-LSSC02 0560",2019-07-08,22.29999924,522,0.23637915022291,52.9999971,50.40000153,38.37425041,-121.6297417,189,14.7262887462255
"175","DOP 334 EDSM 2019-07-08 19-50-LSSC02 ","561","Middle",48,0.8352,7,2019,0,0,0,0,0.13,0,0,0,0,0,10.64,2.3,88.66,47.0919109058795,0,"DOP 334 EDSM 2019-07-08 19-50-LSSC02 0561",2019-07-08,22.29999924,522,0.23637915022291,52.9999971,50.40000153,38.37425041,-121.6297417,189,14.7262887462255
"176","DOP 335 EDSM 2019-07-08 19-50-LSSC02 ","562","Middle",39,0.4183,7,2019,0,0,0,0,0,0,0,1,3.36,0,18.62,0,51.15,0,0,"DOP 335 EDSM 2019-07-08 19-50-LSSC02 0562",2019-07-08,22.29999924,522,0.23637915022291,52.9999971,50.40000153,38.37425041,-121.6297417,189,14.7262887462255
"177","DOP 336 EDSM 2019-07-08 19-50-LSSC02 ","563","Middle",46,0.6644,7,2019,0,0,0,0,0.13,0,0,0,0,0,13.3,1.15,0,0,0,"DOP 336 EDSM 2019-07-08 19-50-LSSC02 0563",2019-07-08,22.29999924,522,0.23637915022291,52.9999971,50.40000153,38.37425041,-121.6297417,189,14.7262887462255
"178","DOP 337 EDSM 2019-07-08 19-50-LSSC02 ","564","Middle",46,0.6814,7,2019,0,0,0,0,0.13,0,0,0,0,0,45.22,2.3,109.12,0,0,"DOP 337 EDSM 2019-07-08 19-50-LSSC02 0564",2019-07-08,22.29999924,522,0.23637915022291,52.9999971,50.40000153,38.37425041,-121.6297417,189,14.7262887462255
"179","DOP 338 EDSM 2019-07-29 19-53-LSSC02 ","565","Middle",47,0.6493,7,2019,0,0.2,0,0,0.39,6,0,3,0,0,5.32,20.7,0,0,0,"DOP 338 EDSM 2019-07-29 19-53-LSSC02 0565",2019-07-29,24.39999962,694,0.320636896556349,44.9999988,25.20000076,38.41574478,-121.6103439,210,14.263652859989
"180","DOP 339 EDSM 2019-07-29 19-53-LSSC02 ","566","Middle",47,0.6648,7,2019,0,0.2,0,0,0.52,15,0,1,3.36,0,0,13.8,6.82,0,0,"DOP 339 EDSM 2019-07-29 19-53-LSSC02 0566",2019-07-29,24.39999962,694,0.320636896556349,44.9999988,25.20000076,38.41574478,-121.6103439,210,14.263652859989
"181","DOP 340 EDSM 2019-07-29 19-53-LSSC02 ","567","Middle",46,0.6628,7,2019,0,0.44,0,0,2.77,0,0,22,3.36,0,2.66,83.95,20.46,0,0,"DOP 340 EDSM 2019-07-29 19-53-LSSC02 0567",2019-07-29,24.39999962,694,0.320636896556349,44.9999988,25.20000076,38.41574478,-121.6103439,210,14.263652859989
"182","DOP 341 EDSM 2019-07-29 19-53-LSSC01 ","570","Lower",51,0.8701,7,2019,0,0,0,0,0.26,6,1.5,0,0,1,77.14,3.45,0,0,0,"DOP 341 EDSM 2019-07-29 19-53-LSSC01 0570",2019-07-29,NA,NA,NA,NA,NA,38.28846455,-121.6582584,210,14.2534702312361
"183","DOP 349 EDSM 2019-07-08 19-50-LSSC02 ","340","Middle",42,0.6733,7,2019,0,0,0,0,0,0,0,0,0,0,37.24,0,68.2,0,1.95448634559951,"DOP 349 EDSM 2019-07-08 19-50-LSSC02 0340",2019-07-08,22.29999924,522,0.23637915022291,52.9999971,50.40000153,38.37425041,-121.6297417,189,14.7262887462255
"184","DOP 350 EDSM 2019-07-09 19-50-LSSC05 ","341","Middle",0,0,7,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1218873986998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","DOP 351 EDSM 2019-07-30 19-53-LSSC05 ","342","Middle",47,0.7622,7,2019,0,1.2,0,0,1.43,0,0,0,16.8,1,7.98,89.7,0,0,0,"DOP 351 EDSM 2019-07-30 19-53-LSSC05 0342",2019-07-30,24,709,0.328061577445998,27.0000011,54.90000153,38.43844032,-121.5993652,211,14.2362528511895
"186","DOP 352 EDSM 2019-09-09 20-07-LSSC01 ","474","Middle",38,0.2772,9,2019,0,0.5,0,0,0.91,0,0,3,0,0,0,5.75,0,0,0,"DOP 352 EDSM 2019-09-09 20-07-LSSC01 0474",2019-09-09,22.79999924,598,0.273399111839984,46.9999999,23,38.40842438,-121.6134033,252,12.7413487639283
"187","DOP 353 EDSM 2019-09-10 20-07-LSSC03 ","475","Lower",51,0.7455,9,2019,0,0.2,0,0,0.26,15,0,0,23.52,0,7.98,14.95,6.82,0,3.86841777885665,"DOP 353 EDSM 2019-09-10 20-07-LSSC03 0475",2019-09-10,22.39999962,438.7999878,0.196290739894709,54.0000021,25.29999924,38.35187022,-121.6399002,253,12.6996020820341
"188","DOP 354 EDSM 2019-10-29 20-14-LSSC05 ","476","Middle",43,0.442,10,2019,0,0,0,0,0,27,0,1,20,0,7.98,3.45,0,0,0,"DOP 354 EDSM 2019-10-29 20-14-LSSC05 0476",2019-10-29,15.5,627,0.287615800841912,21.9999999,69.59999847,38.43188,-121.6026287,302,10.7202464406651
"189","DOP 355 EDSM 2019-10-15 20-12-LSSC01 ","577","Lower",47,0.4325,10,2019,0,0,0,0,0.13,3,0,0,0,0,13.3,0,0,0,98.6196603902711,"DOP 355 EDSM 2019-10-15 20-12-LSSC01 0577",2019-10-15,17.89999962,439.6000061,0.196673809770128,25.999999,51,38.35396004,-121.6386585,288,11.2700028044275
"190","DOP 357 ELS 2019-05-07 19-41-SC02 ","L0544","Lower",20.1,0.0375,5,2019,0,0,0,0,1.04,0,0,0,0,0,0,0,3.41,0,0,"DOP 357 ELS 2019-05-07 19-41-SC02 L0544",2019-05-07,19.6,849,0.397871156683867,NA,30.6,38.31484,-121.65142,127,13.9683548577251
"191","DOP 358 ELS 2019-05-21 19-43-SC03 ","L1481","Middle",16.5,0.0174,5,2019,0,0,0,0,0.13,0,0,0,0,0,0,2.3,0,0,0,"DOP 358 ELS 2019-05-21 19-43-SC03 L1481",2019-05-21,17.4,789,0.367843650076345,26,55.7,38.39513,-121.61953,141,14.3963560348812
"192","DOP 359 ELS 2019-05-07 19-41-SC03 ","L0230","Middle",9.4,0.0012,5,2019,0,0.07,0,0,0.04,0,0,0,0,0,0,0,0,0,0,"DOP 359 ELS 2019-05-07 19-41-SC03 L0230",2019-05-07,19.3,796,0.371338708029468,49,20.4,38.44353,-121.59732,127,13.9772330870018
"193","DOP 360 ELS 2019-04-23 19-39-SC01 ","L0493","Middle",16.5,0.0133,4,2019,0,0,0,0,0,3,1.81,0,0,0,2.66,0,6.82,0,0,"DOP 360 ELS 2019-04-23 19-39-SC01 L0493",2019-04-23,15.4,786,0.366346442981024,28,17.4,38.46626,-121.58729,113,13.4737690614527
"194","DOP 361 ELS 2019-05-07 19-41-SC04 ","L0207","Middle",12.3,0.0038,5,2019,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,"DOP 361 ELS 2019-05-07 19-41-SC04 L0207",2019-05-07,19,873,0.409925222257009,35,60.7,38.3798,-121.6269,127,13.9728320156549
"195","DOP 363 ELS 2019-04-23 19-39-SC03 ","L0510","Middle",14.8,0.0089,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOP 363 ELS 2019-04-23 19-39-SC03 L0510",2019-04-23,18.7,884,0.415457950637082,30,128,38.44311,-121.59732,113,13.4726067199002
"196","DOP 364 ELS 2019-05-21 19-43-SC05 ","L0061","Middle",13.6,0.0054,5,2019,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,"DOP 364 ELS 2019-05-21 19-43-SC05 L0061",2019-05-21,17.6,752,0.349406885647786,25,57.9,38.36527,-121.63342,141,14.3938083293108
"197","DOP 365 ELS 2019-04-23 19-39-SC01 ","L0443","Middle",16,0.013,4,2019,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,"DOP 365 ELS 2019-04-23 19-39-SC01 L0443",2019-04-23,18.7,830,0.388345546188919,24,53.7,38.46626,-121.58729,113,13.4737690614527
"198","DOP 366 ELS 2019-04-23 19-39-SC03 ","L0053","Middle",15,0.011,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,"DOP 366 ELS 2019-04-23 19-39-SC03 L0053",2019-04-23,18.7,880,0.413445477554236,25,288,38.44311,-121.59732,113,13.4726067199002
"199","DOP 367 ELS 2019-04-23 19-39-SC03 ","L0055","Middle",17,0.0168,4,2019,0,0,0,3,0,0,2.8,0,0,0,0,0,3.41,0,0,"DOP 367 ELS 2019-04-23 19-39-SC03 L0055",2019-04-23,18.7,880,0.413445477554236,25,288,38.44311,-121.59732,113,13.4726067199002
"200","DOP 368 ELS 2019-05-21 19-43-SC05 ","L0091","Middle",15,0.0136,5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOP 368 ELS 2019-05-21 19-43-SC05 L0091",2019-05-21,17.4,730,0.338474860573539,35,47.7,38.36527,-121.63342,141,14.3938083293108
"201","DOP 369 ELS 2019-05-21 19-43-SC03 ","L0131","Middle",11,0.003,5,2019,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,"DOP 369 ELS 2019-05-21 19-43-SC03 L0131",2019-05-21,17.4,789,0.367843650076345,26,55.7,38.39513,-121.61953,141,14.3963560348812
"202","DOP 370 ELS 2019-05-21 19-43-SC04 ","L0153","Lower",12.5,0.0061,5,2019,0,0,0,0,0,0,4.71,0,0,0,0,0,0,0,0,"DOP 370 ELS 2019-05-21 19-43-SC04 L0153",2019-05-21,17.5,517,0.233956419909353,45,31.5,38.30085,-121.65495,141,14.3883201391071
"203","DOP 371 ELS 2019-05-07 19-41-SC03 ","L0231","Middle",22,0.0576,5,2019,0,0.45,0,0,1.69,0,1.81,0,13.44,0,0,0,44.33,0,0,"DOP 371 ELS 2019-05-07 19-41-SC03 L0231",2019-05-07,19.3,796,0.371338708029468,49,20.4,38.44353,-121.59732,127,13.9772330870018
"204","DOP 372 ELS 2019-04-23 19-39-SC01 ","L0268","Middle",19,0.027,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,6.82,0,0,"DOP 372 ELS 2019-04-23 19-39-SC01 L0268",2019-04-23,18.4,890,0.41847787853287,28,212,38.46626,-121.58729,113,13.4737690614527
"205","DOP 373 ELS 2019-04-23 19-39-SC02 ","L0287","Middle",21,0.0647,4,2019,0,0,0,3,0,15,0,0,0,1,0,0,27.28,0,0,"DOP 373 ELS 2019-04-23 19-39-SC02 L0287",2019-04-23,18.8,736,0.341454026963343,NA,129,38.36226,-121.63511,113,13.468553610299
"206","DOP 374 ELS 2019-04-23 19-39-SC03 ","L0368","Middle",19,0.0336,4,2019,0,0,0,3,0,0,2.8,0,0,0,0,0,0,0,0,"DOP 374 ELS 2019-04-23 19-39-SC03 L0368",2019-04-23,18.7,880,0.413445477554236,25,288,38.44311,-121.59732,113,13.4726067199002
"207","DOP 375 ELS 2019-04-23 19-39-SC01 ","L0374","Middle",20,0.0422,4,2019,0,0,0,0,0.13,0,3.62,0,0,0,0,0,13.64,0,0,"DOP 375 ELS 2019-04-23 19-39-SC01 L0374",2019-04-23,18.4,890,0.41847787853287,28,212,38.46626,-121.58729,113,13.4737690614527
"208","DOP 377 ELS 2019-04-23 19-39-SC05 ","L0491","Middle",14,0.0086,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOP 377 ELS 2019-04-23 19-39-SC05 L0491",2019-04-23,18.6,766,0.356375531566751,30,161,38.45967,-121.59071,113,13.4734381013012
"209","DOP 378 ELS 2019-05-21 19-43-SC05 ","L0526","Middle",25,0.1022,5,2019,0,0,0,0,0,0,0,0,3.36,0,0,0,0,0,0,"DOP 378 ELS 2019-05-21 19-43-SC05 L0526",2019-05-21,17.5,734,0.34046077883071,39,48.7,38.36527,-121.63342,141,14.3938083293108
"210","DOP 379 ELS 2019-05-21 19-43-SC01 ","L0530","Middle",13,0.0084,5,2019,0,0,0,0,0,0,1.81,0,0,0,0,0,3.41,0,0,"DOP 379 ELS 2019-05-21 19-43-SC01 L0530",2019-05-21,17.9,864,0.405402141114247,29,31.6,38.46355,-121.58877,141,14.4022028947501
"211","DOP 380 ELS 2019-05-21 19-43-SC05 ","L0537","Middle",18,0.0271,5,2019,0,0,0,6,0,0,4.2,1,0,0,2.66,3.45,0,0,0,"DOP 380 ELS 2019-05-21 19-43-SC05 L0537",2019-05-21,17.5,734,0.34046077883071,39,48.7,38.36527,-121.63342,141,14.3938083293108
"212","DOP 382 ELS 2019-05-21 19-43-SC03 ","L0713","Middle",13,0.0055,5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOP 382 ELS 2019-05-21 19-43-SC03 L0713",2019-05-21,17.4,786,0.366346442981024,29,46.9,38.39513,-121.61953,141,14.3963560348812
"213","DOP 383 ELS 2019-05-21 19-43-SC05 ","L0828","Middle",13,0.0069,5,2019,0,0,0,0,0,0,0,0,0,0,2.66,2.3,0,0,0,"DOP 383 ELS 2019-05-21 19-43-SC05 L0828",2019-05-21,17.4,730,0.338474860573539,35,47.7,38.36527,-121.63342,141,14.3938083293108
"214","DOP 384 ELS 2019-05-21 19-43-SC02 ","L0771","Middle",32,0.2486,5,2019,0,0,0,0,0,9,12.36,0,0,0,0,0,122.76,0,0,"DOP 384 ELS 2019-05-21 19-43-SC02 L0771",2019-05-21,17.4,773,0.359863266528802,32,56.5,38.39513,-121.61953,141,14.3963560348812
"215","DOP 385 ELS 2019-05-07 19-41-SC04 ","L0860","Middle",14,0.0111,5,2019,0,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,"DOP 385 ELS 2019-05-07 19-41-SC04 L0860",2019-05-07,18.9,724,0.335497435438927,47,29.9,38.3798,-121.6269,127,13.9728320156549
"216","DOP 386 ELS 2019-05-21 19-43-SC01 ","L0886","Middle",27,0.1299,5,2019,0,0,0,0,0,0,0,0,0,0,2.66,0,17.05,0,0,"DOP 386 ELS 2019-05-21 19-43-SC01 L0886",2019-05-21,17.9,864,0.405402141114247,29,31.6,38.46355,-121.58877,141,14.4022028947501
"217","DOP 387 ELS 2019-05-21 19-43-SC02 ","L0982","Middle",14,0.0081,5,2019,0,0,0,0,0,3,0,0,0,0,0,2.3,3.41,0,0,"DOP 387 ELS 2019-05-21 19-43-SC02 L0982",2019-05-21,17.4,786,0.366346442981024,30,140,38.39513,-121.61953,141,14.3963560348812
"218","DOP 388 ELS 2019-05-21 19-43-SC02 ","L0991","Middle",15,0.0089,5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOP 388 ELS 2019-05-21 19-43-SC02 L0991",2019-05-21,17.4,786,0.366346442981024,30,140,38.39513,-121.61953,141,14.3963560348812
"219","DOP 389 ELS 2019-05-21 19-43-SC01 ","L1018","Middle",13,0.0086,5,2019,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,"DOP 389 ELS 2019-05-21 19-43-SC01 L1018",2019-05-21,17.9,863,0.404899783413828,24,30,38.46355,-121.58877,141,14.4022028947501
"220","DOP 390 ELS 2019-05-21 19-43-SC02 ","L1032","Middle",27,0.1366,5,2019,0,0,0,0,0,0,9.05,0,0,0,2.66,0,13.64,0,0,"DOP 390 ELS 2019-05-21 19-43-SC02 L1032",2019-05-21,17.4,786,0.366346442981024,30,140,38.39513,-121.61953,141,14.3963560348812
"221","DOP 391 ELS 2019-05-21 19-43-SC01 ","L1049","Middle",24,0.1029,5,2019,0,0,0,0,0.52,6,0,0,1.6,0,0,1.15,0,0,0,"DOP 391 ELS 2019-05-21 19-43-SC01 L1049",2019-05-21,17.9,863,0.404899783413828,24,30,38.46355,-121.58877,141,14.4022028947501
"222","DOP 392 ELS 2019-05-21 19-43-SC03 ","L1067","Middle",26,0.119,5,2019,0,0,0,0,0,0,1.81,0,0,0,2.66,0,3.41,0,0,"DOP 392 ELS 2019-05-21 19-43-SC03 L1067",2019-05-21,17.4,789,0.367843650076345,26,55.7,38.39513,-121.61953,141,14.3963560348812
"223","DOP 393 ELS 2019-05-21 19-43-SC03 ","L1072","Middle",21,0.0448,5,2019,0,0,0,0,0.13,3,5.12,0,3.36,0,2.66,0,6.82,0,0,"DOP 393 ELS 2019-05-21 19-43-SC03 L1072",2019-05-21,17.4,789,0.367843650076345,26,55.7,38.39513,-121.61953,141,14.3963560348812
"224","DOP 394 ELS 2019-05-21 19-43-SC03 ","L1102","Middle",29,0.1752,5,2019,0,0,0,0,0.13,0,5.12,0,3.36,0,2.66,2.3,13.64,0,0,"DOP 394 ELS 2019-05-21 19-43-SC03 L1102",2019-05-21,17.4,789,0.367843650076345,26,55.7,38.39513,-121.61953,141,14.3963560348812
"225","DOP 395 ELS 2019-05-21 19-43-SC05 ","L1236","Middle",26,0.1264,5,2019,0,0,0,0,0.26,0,5.43,0,0,0,2.66,2.3,6.82,0,0,"DOP 395 ELS 2019-05-21 19-43-SC05 L1236",2019-05-21,17.4,730,0.338474860573539,35,47.7,38.36527,-121.63342,141,14.3938083293108
"226","DOP 396 ELS 2019-05-21 19-43-SC05 ","L1361","Middle",25,0.1327,5,2019,0,0,0,3,0,0,16.29,0,0,0,13.3,1.15,20.46,0,0,"DOP 396 ELS 2019-05-21 19-43-SC05 L1361",2019-05-21,17.4,730,0.338474860573539,35,47.7,38.36527,-121.63342,141,14.3938083293108
"227","DOP 397 ELS 2019-05-21 19-43-SC01 ","L1374","Middle",31,0.215,5,2019,0,0,0,0,0,0,1.81,0,0,0,0,0,71.61,0,0,"DOP 397 ELS 2019-05-21 19-43-SC01 L1374",2019-05-21,17.8,854,0.400380438394473,37,40.3,38.46355,-121.58877,141,14.4022028947501
"228","DOP 398 ELS 2019-05-21 19-43-SC01 ","L1378","Middle",16,0.0198,5,2019,0,0,0,3,0,0,1.4,0,0,0,0,0,0,0,0,"DOP 398 ELS 2019-05-21 19-43-SC01 L1378",2019-05-21,17.9,864,0.405402141114247,29,31.6,38.46355,-121.58877,141,14.4022028947501
"229","DOP 399 ELS 2019-05-21 19-43-SC05 ","L1382","Middle",26,0.0892,5,2019,0,0,0,6,0.13,0,16.04,0,0,0,0,3.45,20.46,0,0,"DOP 399 ELS 2019-05-21 19-43-SC05 L1382",2019-05-21,17.9,856,0.401384444909376,36,42.6,38.36527,-121.63342,141,14.3938083293108
"230","DOP 400 ELS 2019-05-21 19-43-SC03 ","L1386","Middle",17,0.0196,5,2019,0,0,0,6,0,0,1.4,0,0,0,2.66,0,0,0,0,"DOP 400 ELS 2019-05-21 19-43-SC03 L1386",2019-05-21,17.4,789,0.367843650076345,26,55.7,38.39513,-121.61953,141,14.3963560348812
"231","DOP 402 ELS 2019-05-07 19-41-SC06 ","L1730","Middle",24,0.0872,5,2019,0,0.07,0,0,0,0,0,1.8,0,0,0,0,0,0,0,"DOP 402 ELS 2019-05-07 19-41-SC06 L1730",2019-05-07,18.1,751,0.348909476458901,NA,40,38.37534,-121.628,127,13.9725243392066
"232","DOP 403 ELS 2019-06-05 19-45-LSSC05 ","L2256","Lower",20,0.044,6,2019,0,0,0,0,0,0,0,0,0,0,7.98,0,0,0,9.0967348288643,"DOP 403 ELS 2019-06-05 19-45-LSSC05 L2256",2019-06-05,21.3,442.8,0.198206543071033,42,25.7,38.32172012,-121.6508064,156,14.7057824587733
"233","DOP 404 EDSM 2020-04-15 20-38-USSC02 ","L0357","Top",15,0.0059,4,2020,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"DOP 404 EDSM 2020-04-15 20-38-USSC02 L0357",2020-04-15,16.6,1125,0.537822910282515,76,8.05,38.5525341,-121.5783501,106,13.2049261204661
"234","DOP 405 EDSM 2020-05-11 20-42-LSSC01 ","L0082","Middle",17.6,0.0151,5,2020,0,0,0,0,0,0,1.81,0,0,0,0,0,6.82,0,0,"DOP 405 EDSM 2020-05-11 20-42-LSSC01 L0082",2020-05-11,19.6,578,0.263622813282323,45,45.2,38.41597366,-121.6096306,132,14.1376650193212
"235","DOP 406 EDSM 2020-05-11 20-42-LSSC04 ","L0767","Middle",15.5,0.0092,5,2020,0,0,0,6,0,0,1.4,0,0,0,0,1.15,0,0,0,"DOP 406 EDSM 2020-05-11 20-42-LSSC04 L0767",2020-05-11,20.1,735,0.340957378863206,40,36.4,38.4332943,-121.6014481,132,14.1389693650148
"236","DOP 407 EDSM 2020-05-19 20-43-LSSC02 ","L0032","Lower",30,0.1868,5,2020,0,0,0,0,0,0,0,0,0,0,21.28,0,13.64,0,0,"DOP 407 EDSM 2020-05-19 20-43-LSSC02 L0032",2020-05-19,19.8,358.1,0.157918548080693,30,52.3,38.31960487,-121.6496925,140,14.3633553818956
"237","DOP 408 EDSM 2020-05-19 20-43-LSSC08 ","L0624","Middle",27,0.126,5,2020,0,0,0,0,0,0,0,0,0,0,0,0,13.64,0,0,"DOP 408 EDSM 2020-05-19 20-43-LSSC08 L0624",2020-05-19,19.7,678,0.312729804970438,18,80.2,38.40732574,-121.6135597,140,14.3707442536199
"238","DOP 409 EDSM 2020-05-20 20-43-LSSC05 ","L0202","Lower",27.6,0.1257,5,2020,0,0,0,0,0,0,0,0,0,0,10.64,0,0,0,0,"DOP 409 EDSM 2020-05-20 20-43-LSSC05 L0202",2020-05-20,19.5,460,0.206458286195234,20,55.5,38.35832024,-121.6360397,141,14.393215711305
"239","DOP 410 EDSM 2020-05-22 20-43-LSSC05 ","L0007","Lower",18.5,0.0215,5,2020,0,0,0,0,0,0,0,0,0,0,15.96,0,0,0,0,"DOP 410 EDSM 2020-05-22 20-43-LSSC05 L0007",2020-05-22,19.5,459,0.20597792833055,20,58.1,38.35832024,-121.6360397,143,14.4445429167005
"240","DOP 411 EDSM 2020-05-24 20-43-LSSC06 ","L0107","Lower",33,0.2376,5,2020,0,0,0,0,0,9,0,1,0,0,122.36,5.75,13.64,0,0,"DOP 411 EDSM 2020-05-24 20-43-LSSC06 L0107",2020-05-24,19.7,400.8,0.178153720016303,29,49.4,38.33537483,-121.6462936,145,14.4912189480531
"241","DOP 413 ELS 2019-04-23 19-39-SC01 ","L0437","Middle",18,0.0242,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,13.64,0,0,"DOP 413 ELS 2019-04-23 19-39-SC01 L0437",2019-04-23,18.4,890,0.41847787853287,28,212,38.46626,-121.58729,113,13.4737690614527
"242","DOP 414 ELS 2019-04-23 19-39-SC05 ","L0490","Middle",16,0.0146,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,6.82,0,0,"DOP 414 ELS 2019-04-23 19-39-SC05 L0490",2019-04-23,18.6,766,0.356375531566751,30,161,38.45967,-121.59071,113,13.4734381013012
"243","DOP 416 ELS 2019-05-21 19-43-SC03 ","L2142","Middle",21,0.0556,5,2019,0,0,0,0,0.26,6,10.86,0,3.36,0,2.66,2.3,27.28,0,0,"DOP 416 ELS 2019-05-21 19-43-SC03 L2142",2019-05-21,17.4,789,0.367843650076345,26,55.7,38.39513,-121.61953,141,14.3963560348812
"244","DOP 417 EDSM 2020-04-09 20-37-USSC04 ","L0130","Top",13.1,0.0032,4,2020,0,0,0,0,0.04,6,0,0,0,0,0,0,0,0,0,"DOP 417 EDSM 2020-04-09 20-37-USSC04 L0130",2020-04-09,14.7,1080,0.514818238928566,79,10.8,38.53296471,-121.584198,100,12.9630876115939
"245","DOP 418 EDSM 2020-04-20 20-39-USSC01 ","L0543","Top",17.3,0.0061,4,2020,0,0,0,3,0.13,0,0,0,0,0,0,0,0,0,0,"DOP 418 EDSM 2020-04-20 20-39-USSC01 L0543",2020-04-20,16.3,950,0.448755704164846,44,32.5,38.48309326,-121.5838051,111,13.3978277366559
"246","DOP 419 EDSM 2020-04-21 20-39-LSSC05 ","L0474","Middle",18,0.016,4,2020,0,0,0,3,0,0,0,0,0,0,0,0,10.23,0,0,"DOP 419 EDSM 2020-04-21 20-39-LSSC05 L0474",2020-04-21,16.1,524,0.23734870329443,22,69.6,38.37553406,-121.6282349,112,13.4310929811229
