"Year","Month","Date","Station","SampleID","Species","Depth","SurfaceTemperature","SurfaceConductivity","SurfacePPT","Secchi","Turbidity","TotalBodyWeight","GutContents","ForkLength","TotalGutContentWeight","TotalNumberOfPrey","TotalPreyWeight","GutFullness","FullnessRank","DigestionRank","daphnia FO","acartela FO","allcopnaup FO","amphipod FO","fish FO","limno FO","mysid FO","othcalad FO","othcaljuv FO","othclad FO","othcyc FO","other FO","pdiapfor FO","pdiapjuv FO","sinocal FO"
2012,1,2012-01-19,"719","FLaSH 406 SKT 2012-01-19 719 4210","Delta Smelt",10.9728,7.8,362,0.16,36,30,1.7917,"Y",64,0.00598,56,0.0033368,0.18623653513423,NA,NA,"N","N","N","N","N","N","N","Y","Y","N","Y","N","Y","N","Y"
2012,2,2012-02-15,"716","FLaSH 473 SKT 2012-02-15 716 4451","Delta Smelt",8.8392,11.1,272,0.12,49,22,2.4608,"Y",73,NA,205,0.0095039,0.386211801040312,NA,NA,"Y","N","N","N","N","N","N","Y","N","Y","Y","N","N","N","N"
2012,2,2012-02-15,"716","FLaSH 474 SKT 2012-02-15 716 4452","Delta Smelt",8.8392,11.1,272,0.12,49,22,2.6066,"Y",69,NA,139,0.0065474,0.251185452313358,NA,NA,"Y","N","N","N","N","N","N","Y","N","Y","Y","N","Y","N","Y"
2012,2,2012-02-15,"716","FLaSH 475 SKT 2012-02-15 716 4453","Delta Smelt",8.8392,11.1,272,0.12,49,22,2.5131,"Y",72,NA,140,0.0121455386035525,0.483289109209842,NA,NA,"Y","N","N","N","Y","N","N","Y","Y","Y","Y","N","N","N","N"
2012,2,2012-02-15,"719","FLaSH 476 SKT 2012-02-15 719 4461","Delta Smelt",11.2776,10.6,386,0.17,36,31,2.0479,"Y",62,NA,123,0.0055525,0.271131402900532,NA,NA,"Y","N","N","N","N","N","N","Y","N","Y","Y","N","Y","N","Y"
2012,2,2012-02-15,"719","FLaSH 477 SKT 2012-02-15 719 4464","Delta Smelt",11.2776,10.6,386,0.17,36,31,2.1077,"Y",68,NA,11,0.0005184,0.0245955306732457,NA,NA,"Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N","Y"
2012,2,2012-02-15,"719","FLaSH 478 SKT 2012-02-15 719 4472","Delta Smelt",11.2776,10.6,386,0.17,36,31,1.6184,"Y",65,0.00866,102,0.0048997,0.30274962926347,NA,NA,"Y","N","N","Y","N","N","N","Y","N","Y","Y","N","Y","N","Y"
2012,2,2012-02-15,"719","FLaSH 479 SKT 2012-02-15 719 4475","Delta Smelt",11.2776,10.6,386,0.17,36,31,2.3678,"Y",65,0.01628,96,0.0043514,0.183773967395895,NA,NA,"Y","N","N","N","N","N","N","Y","N","Y","Y","N","Y","N","Y"
2012,2,2012-02-15,"719","FLaSH 480 SKT 2012-02-15 719 4476","Delta Smelt",11.2776,10.6,386,0.17,36,31,1.4522,"Y",58,0.01041,105,0.0051542675372471,0.354928214932317,NA,NA,"Y","N","N","Y","N","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,2,2012-02-15,"719","FLaSH 481 SKT 2012-02-15 719 4481","Delta Smelt",11.2776,10.6,386,0.17,36,31,2.3325,"Y",64,0.01597,76,0.003977,0.170503751339764,NA,NA,"Y","N","N","N","N","N","N","Y","N","Y","Y","Y","Y","N","Y"
2012,2,2012-02-15,"719","FLaSH 482 SKT 2012-02-15 719 4489","Delta Smelt",11.2776,10.6,386,0.17,36,31,1.3069,"Y",53,0.00713,121,0.00768904959328705,0.588342611774968,NA,NA,"Y","N","N","Y","N","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,2,2012-02-15,"719","FLaSH 483 SKT 2012-02-15 719 4495","Delta Smelt",11.2776,10.6,386,0.17,36,31,1.7942,"Y",64,0.01425,249,0.0164119,0.914719652212686,NA,NA,"Y","N","N","N","N","N","N","Y","N","Y","Y","Y","Y","N","Y"
2012,2,2012-02-15,"719","FLaSH 484 SKT 2012-02-15 719 4511","Delta Smelt",11.2776,10.6,386,0.17,36,31,2.8629,"Y",70,0.01163,169,0.0094489,0.330046456390373,NA,NA,"Y","N","N","Y","N","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,2,2012-02-15,"719","FLaSH 485 SKT 2012-02-15 719 4512","Delta Smelt",11.2776,10.6,386,0.17,36,31,2.7693,"Y",72,0.01009,79,0.0043713,0.157848553786155,NA,NA,"Y","N","N","N","N","N","N","Y","N","N","Y","N","Y","Y","Y"
2012,3,2012-03-08,"713","FLaSH 507 SKT 2012-03-08 713 4613","Delta Smelt",11.5824,10.7,274,0.12,35,37,2.1534,"Y",67,0.01112,18,0.00342612977778897,0.15910326821719,NA,NA,"Y","N","N","Y","N","N","N","Y","N","N","Y","N","Y","N","Y"
2012,3,2012-03-08,"713","FLaSH 508 SKT 2012-03-08 713 4616","Delta Smelt",11.5824,10.7,274,0.12,35,37,2.5876,"Y",61,NA,57,0.00545431618281967,0.210786681976336,NA,NA,"Y","N","N","Y","N","N","N","Y","N","Y","Y","Y","Y","N","N"
2012,3,2012-03-08,"713","FLaSH 509 SKT 2012-03-08 713 4621","Delta Smelt",11.5824,10.7,274,0.12,35,37,2.4666,"Y",67,0.02629,56,0.00210154646894993,0.085200132528579,NA,NA,"Y","N","N","Y","N","N","N","Y","N","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"713","FLaSH 510 SKT 2012-03-08 713 4619","Delta Smelt",11.5824,10.7,274,0.12,35,37,1.8466,"Y",64,NA,43,0.00370147920060619,0.200448348348651,NA,NA,"Y","N","N","Y","N","N","N","Y","N","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"713","FLaSH 511 SKT 2012-03-08 713 4625","Delta Smelt",11.5824,10.7,274,0.12,35,37,2.2155,"Y",68,0.01603,50,0.00154332423050264,0.069660312818896,NA,NA,"N","N","Y","Y","N","N","N","Y","Y","Y","Y","Y","N","N","Y"
2012,3,2012-03-08,"713","FLaSH 512 SKT 2012-03-08 713 4626","Delta Smelt",11.5824,10.7,274,0.12,35,37,2.4134,"Y",69,NA,68,0.0576658409004095,2.38940254000205,NA,NA,"Y","N","N","Y","Y","N","N","Y","N","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"713","FLaSH 513 SKT 2012-03-08 713 4632","Delta Smelt",11.5824,10.7,274,0.12,35,37,2.3058,"Y",66,0.00959,38,0.00153554846100528,0.066595041244049,NA,NA,"Y","N","N","Y","N","N","N","Y","N","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"713","FLaSH 514 SKT 2012-03-08 713 4634","Delta Smelt",11.5824,10.7,274,0.12,35,37,2.1541,"Y",65,0.00409,15,0.0005916,0.0274639060396453,NA,NA,"Y","N","N","N","N","N","N","Y","N","Y","Y","N","N","N","Y"
2012,3,2012-03-08,"713","FLaSH 515 SKT 2012-03-08 713 4636","Delta Smelt",11.5824,10.7,274,0.12,35,37,2.8943,"Y",71,0.00848,34,0.00299552266580301,0.103497310776458,NA,NA,"N","N","N","Y","N","N","N","Y","N","Y","Y","Y","Y","N","Y"
2012,3,2012-03-08,"713","FLaSH 516 SKT 2012-03-08 713 4628","Delta Smelt",11.5824,10.7,274,0.12,35,37,1.8901,"Y",66,NA,54,0.00326398355197595,0.172688405479919,NA,NA,"N","N","N","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"715","FLaSH 517 SKT 2012-03-08 715 4640","Delta Smelt",11.8872,10.9,315,0.14,32,43,1.9781,"Y",65,0.01349,33,0.0231290826887772,1.16925750410885,NA,NA,"N","N","N","Y","Y","N","N","Y","N","N","Y","Y","Y","N","Y"
2012,3,2012-03-08,"713","FLaSH 518 SKT 2012-03-08 713 4635","Delta Smelt",11.5824,10.7,274,0.12,35,37,2.8582,"Y",69,0.01089,48,0.00161908017521713,0.0566468467992838,NA,NA,"Y","N","N","Y","N","N","N","Y","Y","Y","Y","Y","Y","N","Y"
2012,3,2012-03-08,"713","FLaSH 519 SKT 2012-03-08 713 4633","Delta Smelt",11.5824,10.7,274,0.12,35,37,NA,"Y",65,NA,41,0.00167709280294034,NA,NA,NA,"Y","N","N","Y","N","N","N","Y","N","Y","Y","N","Y","N","N"
2012,3,2012-03-08,"715","FLaSH 520 SKT 2012-03-08 715 4641","Delta Smelt",11.8872,10.9,315,0.14,32,43,2.1845,"Y",64,NA,22,0.00089140484860544,0.0408058983110753,NA,NA,"Y","N","N","Y","N","N","N","N","N","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"713","FLaSH 521 SKT 2012-03-08 713 4627","Delta Smelt",11.5824,10.7,274,0.12,35,37,2.178,"Y",69,NA,110,0.0053042,0.243535353535354,NA,NA,"Y","N","N","Y","N","N","N","Y","N","Y","Y","Y","Y","N","Y"
2012,3,2012-03-08,"715","FLaSH 522 SKT 2012-03-08 715 4642","Delta Smelt",11.8872,10.9,315,0.14,32,43,2.8954,"Y",73,0.01302,72,0.00625578809282256,0.216059545928803,NA,NA,"Y","N","N","Y","Y","N","N","Y","N","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"715","FLaSH 523 SKT 2012-03-08 715 4645","Delta Smelt",11.8872,10.9,315,0.14,32,43,2.4663,"Y",67,0.009,13,0.0039600070298809,0.160564693260386,NA,NA,"Y","N","N","Y","N","N","N","N","N","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"715","FLaSH 524 SKT 2012-03-08 715 4646","Delta Smelt",11.8872,10.9,315,0.14,32,43,2.2434,"Y",68,NA,33,0.00189406554519175,0.0844283473830681,NA,NA,"Y","N","N","Y","N","N","N","Y","N","Y","N","N","Y","N","Y"
2012,3,2012-03-08,"715","FLaSH 525 SKT 2012-03-08 715 4649","Delta Smelt",11.8872,10.9,315,0.14,32,43,2.0413,"Y",63,0.00971,44,0.0015169,0.0743104884142458,NA,NA,"Y","N","N","Y","N","N","N","Y","N","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"715","FLaSH 526 SKT 2012-03-08 715 4651","Delta Smelt",11.8872,10.9,315,0.14,32,43,1.941,"Y",65,0.00632,8,0.000919619570648084,0.0473786486681136,NA,NA,"N","N","N","Y","N","N","N","N","N","Y","Y","N","N","N","Y"
2012,3,2012-03-08,"715","FLaSH 527 SKT 2012-03-08 715 4653","Delta Smelt",11.8872,10.9,315,0.14,32,43,2.1167,"Y",68,NA,73,0.00312743768623551,0.147750634772784,NA,NA,"Y","N","N","Y","N","N","N","Y","N","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"715","FLaSH 528 SKT 2012-03-08 715 4657","Delta Smelt",11.8872,10.9,315,0.14,32,43,2.6595,"Y",68,0.01589,75,0.0233306412496296,0.877256674172951,NA,NA,"Y","N","N","Y","Y","N","N","Y","N","Y","Y","Y","Y","N","Y"
2012,3,2012-03-08,"715","FLaSH 529 SKT 2012-03-08 715 4661","Delta Smelt",11.8872,10.9,315,0.14,32,43,2.0696,"Y",66,0.00949,14,0.0004968,0.0240046385775029,NA,NA,"Y","N","N","N","N","N","N","N","N","Y","Y","N","N","N","Y"
2012,3,2012-03-08,"716","FLaSH 530 SKT 2012-03-08 716 4663","Delta Smelt",10.0584,11.1,365,0.16,29,51,2.2292,"Y",63,NA,30,0.0013775,0.0617934685088821,NA,NA,"Y","N","N","N","N","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"716","FLaSH 531 SKT 2012-03-08 716 4666","Delta Smelt",10.0584,11.1,365,0.16,29,51,2.3475,"Y",68,0.01359,102,0.00684060275497075,0.291399478380011,NA,NA,"Y","N","N","N","Y","N","N","Y","Y","Y","Y","N","N","N","Y"
2012,3,2012-03-08,"716","FLaSH 532 SKT 2012-03-08 716 4667","Delta Smelt",10.0584,11.1,365,0.16,29,51,1.6431,"Y",60,0.01421,95,0.00427009800794465,0.259880592048241,NA,NA,"Y","N","N","Y","N","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"716","FLaSH 533 SKT 2012-03-08 716 4676","Delta Smelt",10.0584,11.1,365,0.16,29,51,2.2707,"Y",67,NA,51,0.0018917,0.0833091117276611,NA,NA,"Y","N","N","N","N","N","N","Y","N","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"716","FLaSH 534 SKT 2012-03-08 716 4678","Delta Smelt",10.0584,11.1,365,0.16,29,51,3.5893,"Y",78,0.01513,181,0.0139234082649123,0.387914308219214,NA,NA,"Y","N","N","N","Y","N","N","Y","N","Y","Y","Y","Y","N","Y"
2012,3,2012-03-08,"716","FLaSH 535 SKT 2012-03-08 716 4683","Delta Smelt",10.0584,11.1,365,0.16,29,51,2.2919,"Y",66,0.01141,116,0.0038615,0.168484663379729,NA,NA,"Y","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N","Y"
2012,3,2012-03-08,"716","FLaSH 536 SKT 2012-03-08 716 4686","Delta Smelt",10.0584,11.1,365,0.16,29,51,3.1475,"Y",73,0.00156,13,0.00062,0.0196981731532963,NA,NA,"Y","N","N","N","N","N","N","N","N","N","Y","N","Y","N","Y"
2012,3,2012-03-08,"716","FLaSH 537 SKT 2012-03-08 716 4692","Delta Smelt",10.0584,11.1,365,0.16,29,51,1.9185,"Y",61,NA,213,0.0070513,0.367542350794892,NA,NA,"Y","N","N","N","N","N","N","Y","Y","Y","Y","N","Y","Y","Y"
2012,3,2012-03-08,"716","FLaSH 538 SKT 2012-03-08 716 4694","Delta Smelt",10.0584,11.1,365,0.16,29,51,1.8762,"Y",61,NA,46,0.0020257,0.107968233663788,NA,NA,"Y","N","N","N","N","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"716","FLaSH 539 SKT 2012-03-08 716 4698","Delta Smelt",10.0584,11.1,365,0.16,29,51,1.8825,"Y",62,NA,256,0.0128004,0.67996812749004,NA,NA,"Y","N","N","N","N","N","N","N","Y","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"719","FLaSH 540 SKT 2012-03-08 719 4706","Delta Smelt",10.0584,11.9,554,0.25,25,40,2.0806,"Y",65,0.01242,198,0.0136270990965473,0.654960064238552,NA,NA,"N","N","N","Y","N","N","N","N","Y","N","Y","N","Y","N","Y"
2012,3,2012-03-08,"719","FLaSH 542 SKT 2012-03-08 719 4709","Delta Smelt",10.0584,11.9,554,0.25,25,40,2.265,"Y",64,0.01019,130,0.00950867744730534,0.419809158821428,NA,NA,"N","N","N","N","Y","N","N","Y","Y","N","Y","N","Y","N","Y"
2012,3,2012-03-08,"719","FLaSH 543 SKT 2012-03-08 719 4710","Delta Smelt",10.0584,11.9,554,0.25,25,40,2.4497,"Y",73,0.01473,170,0.0099618,0.406653875984814,NA,NA,"Y","N","N","N","N","N","N","Y","N","N","Y","Y","Y","N","Y"
2012,3,2012-03-08,"719","FLaSH 544 SKT 2012-03-08 719 4716","Delta Smelt",10.0584,11.9,554,0.25,25,40,1.5168,"Y",56,NA,108,0.006816,0.449367088607595,NA,NA,"N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","Y"
2012,3,2012-03-08,"719","FLaSH 545 SKT 2012-03-08 719 4717","Delta Smelt",10.0584,11.9,554,0.25,25,40,1.7033,"Y",62,0.01259,125,0.008158,0.478952621382023,NA,NA,"N","N","N","N","N","N","N","Y","N","N","Y","N","N","N","Y"
2012,3,2012-03-08,"719","FLaSH 546 SKT 2012-03-08 719 4718","Delta Smelt",10.0584,11.9,554,0.25,25,40,2.2856,"Y",70,NA,13,0.0007878,0.0344679733986699,NA,NA,"N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","Y"
2012,3,2012-03-08,"719","FLaSH 547 SKT 2012-03-08 719 4721","Delta Smelt",10.0584,11.9,554,0.25,25,40,1.8716,"Y",64,0.01034,196,0.0131210183772069,0.701058900256834,NA,NA,"N","N","N","N","Y","N","N","Y","N","Y","Y","Y","Y","N","Y"
2012,3,2012-03-08,"719","FLaSH 548 SKT 2012-03-08 719 4722","Delta Smelt",10.0584,11.9,554,0.25,25,40,1.7456,"Y",62,0.00502,14,0.0009477,0.0542907882676444,NA,NA,"N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","Y"
2012,3,2012-03-08,"719","FLaSH 549 SKT 2012-03-08 719 4725","Delta Smelt",10.0584,11.9,554,0.25,25,40,1.8004,"Y",63,0.00965,193,0.0131881,0.732509442346145,NA,NA,"N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","Y"
2012,3,2012-03-08,"719","FLaSH 550 SKT 2012-03-08 719 4734","Delta Smelt",10.0584,11.9,554,0.25,25,40,1.1418,"Y",64,0.00813,44,0.00894848390463406,0.78371728013961,NA,NA,"N","N","N","Y","N","N","N","Y","Y","N","Y","N","Y","N","Y"
2012,3,2012-03-08,"719","FLaSH 551 SKT 2012-03-08 719 4726","Delta Smelt",10.0584,11.9,554,0.25,25,40,1.8858,"Y",58,0.0164,89,0.0059029,0.313018347650864,NA,NA,"N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","Y"
2012,3,2012-03-08,"719","FLaSH 552 SKT 2012-03-08 719 4737","Delta Smelt",10.0584,11.9,554,0.25,25,40,1.8224,"Y",61,0.0149,280,0.0154474,0.847640474100087,NA,NA,"N","N","N","N","N","N","N","Y","Y","N","Y","N","N","N","Y"
2012,3,2012-03-08,"719","FLaSH 553 SKT 2012-03-08 719 4743","Delta Smelt",10.0584,11.9,554,0.25,25,40,1.7888,"Y",55,NA,44,0.002849,0.159268783542039,NA,NA,"N","N","N","N","N","N","N","N","N","Y","Y","N","Y","N","Y"
2012,3,2012-03-08,"719","FLaSH 554 SKT 2012-03-08 719 4744","Delta Smelt",10.0584,11.9,554,0.25,25,40,1.6259,"Y",57,0.00439,75,0.0049466,0.304237652992189,NA,NA,"N","N","N","N","N","N","N","Y","N","N","Y","N","Y","N","Y"
2012,1,2012-01-19,"719","FLaSH 589 SKT 2012-01-19 719 4226","Delta Smelt",10.9728,7.8,362,0.16,36,30,1.2357,"Y",57,NA,45,0.00242849601588929,0.196527961146661,NA,NA,"N","N","N","Y","N","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,1,2012-01-19,"719","FLaSH 590 SKT 2012-01-19 719 4124","Delta Smelt",10.9728,7.8,362,0.16,36,30,3.0573,"Y",69,0.0156,43,0.00271004959328705,0.0886419256627434,NA,NA,"Y","N","N","Y","N","N","N","N","N","Y","Y","N","Y","N","Y"
2012,1,2012-01-19,"719","FLaSH 591 SKT 2012-01-19 719 4188","Delta Smelt",10.9728,7.8,362,0.16,36,30,1.2409,"Y",58,0.00558,47,0.00274189601588929,0.22096027205168,NA,NA,"N","N","N","Y","N","N","N","Y","N","Y","Y","N","Y","N","Y"
2012,1,2012-01-19,"719","FLaSH 592 SKT 2012-01-19 719 4186","Delta Smelt",10.9728,7.8,362,0.16,36,30,1.5627,"Y",57,NA,84,0.00460207069945257,0.294494829426798,NA,NA,"N","N","N","Y","N","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,1,2012-01-19,"719","FLaSH 593 SKT 2012-01-19 719 4167","Delta Smelt",10.9728,7.8,362,0.16,36,30,1.4522,"Y",57,0.00454,13,0.0007884,0.0542900426938438,NA,NA,"N","N","N","N","N","N","N","N","N","N","Y","N","Y","N","Y"
2012,2,2012-02-15,"719","FLaSH 600 SKT 2012-02-15 719 4492","Delta Smelt",11.2776,10.6,386,0.17,36,31,2.0926,"Y",69,0.01355,168,0.0076054,0.363442607282806,NA,NA,"Y","N","N","N","N","N","N","Y","N","Y","Y","N","Y","N","Y"
2012,2,2012-02-15,"719","FLaSH 601 SKT 2012-02-15 719 4485","Delta Smelt",11.2776,10.6,386,0.17,36,31,1.5401,"Y",58,0.00689,49,0.0025837,0.167761833647166,NA,NA,"Y","N","N","N","N","N","N","Y","N","Y","Y","Y","Y","N","Y"
2012,2,2012-02-15,"719","FLaSH 602 SKT 2012-02-15 719 4490","Delta Smelt",11.2776,10.6,386,0.17,36,31,1.8045,"Y",58,0.01259,143,0.0062325,0.345386533665835,NA,NA,"Y","N","N","Y","N","N","N","Y","N","Y","Y","N","Y","N","Y"
2012,4,2012-04-04,"711","FLaSH 644 SKT 2012-04-04 711 4957","Delta Smelt",4.8768,13.4,128,0.05,38,44,2.1089,"Y",69,NA,27,0.00251096435896307,0.1190651220524,NA,NA,"Y","N","N","Y","N","N","N","Y","N","Y","Y","Y","N","N","N"
2012,4,2012-04-04,"711","FLaSH 645 SKT 2012-04-04 711 4958","Delta Smelt",4.8768,13.4,128,0.05,38,44,1.9433,"Y",63,0.0082,12,0.00265247555056316,0.136493364409158,NA,NA,"N","N","N","Y","N","N","N","Y","N","Y","N","Y","N","N","N"
2012,4,2012-04-04,"713","FLaSH 646 SKT 2012-04-04 713 4920","Delta Smelt",11.5824,13,273,0.12,38,40,3.5413,"Y",64,0.00945,58,0.00221689719451875,0.0626012253838634,NA,NA,"Y","N","N","Y","N","N","N","Y","Y","Y","Y","N","N","N","Y"
2012,4,2012-04-04,"715","FLaSH 647 SKT 2012-04-04 715 4925","Delta Smelt",12.8016,13.4,312,0.14,34,42,2.9663,"Y",72,0.00907,47,0.00204579176774974,0.0689677971799799,NA,NA,"Y","N","N","Y","N","N","N","Y","Y","N","Y","Y","Y","N","Y"
2012,4,2012-04-04,"715","FLaSH 648 SKT 2012-04-04 715 4922","Delta Smelt",12.8016,13.4,312,0.14,34,42,2.9289,"Y",73,0.00927,31,0.00305999758394754,0.104476000681059,NA,NA,"Y","N","N","Y","N","N","N","Y","N","Y","Y","N","N","N","N"
2012,4,2012-04-04,"715","FLaSH 649 SKT 2012-04-04 715 4926","Delta Smelt",12.8016,13.4,312,0.14,34,42,2.2402,"Y",66,0.00603,16,0.0007552,0.0337112757789483,NA,NA,"Y","N","N","N","N","N","N","Y","N","N","Y","Y","N","N","N"
2012,4,2012-04-04,"715","FLaSH 651 SKT 2012-04-04 715 4924","Delta Smelt",12.8016,13.4,312,0.14,34,42,2.6316,"Y",69,0.00729,5,0.00616744547907971,0.234361053316603,NA,NA,"N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N"
2012,4,2012-04-04,"716","FLaSH 652 SKT 2012-04-04 716 4930","Delta Smelt",5.1816,13.8,425,0.19,29,37,2.0991,"Y",65,0.02031,307,0.0203702320763732,0.97042694851952,NA,NA,"Y","N","N","Y","N","N","N","Y","Y","Y","Y","N","Y","N","Y"
2012,4,2012-04-04,"716","FLaSH 653 SKT 2012-04-04 716 4931","Delta Smelt",5.1816,13.8,425,0.19,29,37,2.7194,"Y",70,0.01224,160,0.00954729121835269,0.351080797909564,NA,NA,"Y","N","N","Y","N","N","N","N","Y","Y","Y","Y","N","N","Y"
2012,4,2012-04-04,"716","FLaSH 654 SKT 2012-04-04 716 4935","Delta Smelt",5.1816,13.8,425,0.19,29,37,2.5893,"Y",68,0.01479,194,0.0130554728603152,0.504208583799297,NA,NA,"Y","N","N","N","Y","N","N","Y","Y","N","Y","N","Y","N","Y"
2012,4,2012-04-04,"716","FLaSH 655 SKT 2012-04-04 716 4936","Delta Smelt",5.1816,13.8,425,0.19,29,37,2.7464,"Y",72,0.00831,116,0.00502700051247547,0.183039634156549,NA,NA,"Y","N","Y","Y","N","N","N","Y","N","Y","Y","N","N","N","Y"
2012,4,2012-04-04,"716","FLaSH 656 SKT 2012-04-04 716 4933","Delta Smelt",5.1816,13.8,425,0.19,29,37,2.1242,"Y",70,NA,113,0.0045141,0.212508238395631,NA,NA,"Y","Y","N","N","N","N","N","Y","N","Y","Y","Y","Y","N","Y"
2012,4,2012-04-04,"719","FLaSH 657 SKT 2012-04-04 719 4941","Delta Smelt",9.4488,14.1,590,0.27,37,26,2.15,"Y",65,0.01341,102,0.00701093197457371,0.326089859282498,NA,NA,"N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","Y"
2012,4,2012-04-04,"719","FLaSH 658 SKT 2012-04-04 719 4940","Delta Smelt",9.4488,14.1,590,0.27,37,26,2.293,"Y",66,NA,319,0.0223451,0.974491931966855,NA,NA,"N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","Y"
2012,4,2012-04-04,"719","FLaSH 659 SKT 2012-04-04 719 4937","Delta Smelt",9.4488,14.1,590,0.27,37,26,2.4604,"Y",70,0.02,264,0.0182706,0.742586571289221,NA,NA,"N","N","N","N","N","N","N","Y","Y","Y","Y","Y","Y","N","Y"
2012,4,2012-04-04,"715","FLaSH 680 SKT 2012-04-04 715 4921","Delta Smelt",12.8016,13.4,312,0.14,34,42,2.2788,"Y",69,0.00311,9,0.000491,0.0215464279445322,NA,NA,"Y","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N"
2012,4,2012-04-04,"715","FLaSH 681 SKT 2012-04-04 715 4923","Delta Smelt",12.8016,13.4,312,0.14,34,42,2.426,"Y",69,0.00982,15,0.00138563212087582,0.057115915947066,NA,NA,"Y","N","N","Y","N","N","N","Y","N","Y","Y","Y","N","N","N"
2012,4,2012-04-04,"715","FLaSH 682 SKT 2012-04-04 715 4928","Delta Smelt",12.8016,13.4,312,0.14,34,42,2.0525,"Y",61,0.00944,15,0.0005583,0.0272009744214373,NA,NA,"Y","N","N","N","N","N","N","Y","N","Y","Y","N","N","N","N"
2012,4,2012-04-04,"715","FLaSH 683 SKT 2012-04-04 715 4929","Delta Smelt",12.8016,13.4,312,0.14,34,42,2.5986,"Y",70,0.00747,65,0.00395583411293117,0.152229435578049,NA,NA,"N","N","Y","Y","N","N","N","Y","N","Y","Y","Y","Y","N","Y"
2012,4,2012-04-04,"716","FLaSH 684 SKT 2012-04-04 716 4932","Delta Smelt",5.1816,13.8,425,0.19,29,37,2.2681,"Y",65,0.00614,118,0.00635339601588929,0.280119748507089,NA,NA,"Y","N","N","Y","N","N","N","Y","Y","Y","Y","N","N","N","Y"
2012,4,2012-04-04,"716","FLaSH 685 SKT 2012-04-04 716 4934","Delta Smelt",5.1816,13.8,425,0.19,29,37,2.5103,"Y",67,0.00463,5,0.000221498007944647,0.00882356722083605,NA,NA,"N","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","Y"
2012,4,2012-04-04,"719","FLaSH 686 SKT 2012-04-04 719 4938","Delta Smelt",9.4488,14.1,590,0.27,37,26,2.0161,"Y",68,0.00851,30,0.0118010209951654,0.585339070242816,NA,NA,"N","N","N","N","Y","N","N","N","N","N","Y","N","Y","N","Y"
2012,4,2012-04-04,"719","FLaSH 687 SKT 2012-04-04 719 4939","Delta Smelt",9.4488,14.1,590,0.27,37,26,1.1732,"Y",66,0.00936,158,0.0028008,0.23873167405387,NA,NA,"N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","Y"
2012,4,2012-04-04,"719","FLaSH 688 SKT 2012-04-04 719 4942","Delta Smelt",9.4488,14.1,590,0.27,37,26,2.2491,"Y",68,NA,219,0.0154833,0.688422035480859,NA,NA,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
2012,4,2012-04-04,"719","FLaSH 689 SKT 2012-04-04 719 4945","Delta Smelt",9.4488,14.1,590,0.27,37,26,2.699,"Y",69,0.02602,560,0.0394715,1.46244905520563,NA,NA,"N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","Y"
2012,4,2012-04-04,"719","FLaSH 690 SKT 2012-04-04 719 4947","Delta Smelt",9.4488,14.1,590,0.27,37,26,2.6303,"Y",68,0.0105,408,0.0269121,1.0231570543284,NA,NA,"N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","Y"
2012,4,2012-04-04,"719","FLaSH 691 SKT 2012-04-04 719 4950","Delta Smelt",9.4488,14.1,590,0.27,37,26,2.4965,"Y",68,0.00562,48,0.0030879,0.123689164830763,NA,NA,"N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","Y"
