Database,LogNumber,Project,GearType,Year,Month,Date,Station,SerialNumber,Species,Time,Depth,SurfaceTemperature,SurfaceConductivity,SurfacePPT,BottomTemperature,BottomConductivity,BottomPPT,Secchi,Turbidity,TotalBodyWeight,GutContents,ForkLength,TotalGutContentWeight,TotalNumberOfPrey,TotalPreyWeight,GutFullness,FullnessRank,DigestionRank,Acanthocyclops spp,Acartia spp,Acartia copepodid,Acartiella sinensis,Acartiella copepodid,Barnacle nauplii,Bosmina spp,Ceriodaphnia spp,Calanoid copepodid,Chironomid larvae,Clams,Copepod nauplii,Corophium type,Crab megalope,Crab zoea,Cumaceans,Cyclopoid copepodid,Daphnia spp,Diaphanosoma spp,Diaptomus spp,Diaptomus copepodid,Eurytemora spp,Eurytemora copepodid,Eurytemora nauplii,Fish eggs,Gammarus type,Harpacticoids,Hyperacanthomysis longirostris,Isopods,Limnoithona spp,Limnoithona copepodid,Longfin Smelt,Neomysis kadiakensis,Neomysis mercedis,Oithona davisae,Oithona copepodid,Osphranticum,Ostracods,Other calanoid,Other cladocera,Other cyclopoid,Other insect larvae,Other malacostraca,Other zooplankton,Pacific Herring,Palaemon,Prickly Sculpin,Pseudodiaptomus forbesi,Pseudodiaptomus marinus,Pseudodiaptomus spp,Pseudodiaptomus copepodid,Pseudodiaptomus nauplii,Sinocalanus spp,Sinocalanus copepodid,Sinocalanus nauplii,Synchaeta,Terrestrial invertebrates,Tortanus dextrilobatus,Tortanus spp,Tortanus copepodid,Tridentiger spp,Unid amphipod,Unid calanoid,Unid cladocera,Unid copepod,Unid cyclopoid,Unid fish,Unid mysids,Worm pieces
FLaSH,158,FMWT,MWT,2011,10,10/7/2011,507,2389,Delta Smelt,12:18,11.3,18.8,576,0.26,,915,0.43,33,35.2,1.6071,Y,59,0.0101,202,0.011140736,0.693219866,,,0,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FLaSH,159,FMWT,MWT,2011,10,10/7/2011,518,2423,Delta Smelt,13:31,3,19,2967,1.52,,3790,1.98,30,27.8,2.1102,Y,64,0.0157,244,0.017009981,0.806083853,,,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83,0,0,9,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0
FLaSH,160,FMWT,MWT,2011,10,10/10/2011,721,2611,Delta Smelt,14:19,4,17.4,198,0.08,,199,0.08,43,30.7,0.7861,Y,64,,253,0.0020722,0.263605139,,,0,0,0,1,0,0,20,0,0,0,0,85,0,0,0,0,1,0,2,0,0,0,0,0,0,0,11,0,0,80,13,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
FLaSH,161,FMWT,MWT,2011,10,10/10/2011,721,2612,Delta Smelt,14:19,4,17.4,198,0.08,,199,0.08,43,30.7,1.4476,Y,53,0.0075,63,0.00305365,0.210945675,,,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,22,0,0,8,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,162,FMWT,MWT,2011,10,10/10/2011,721,2610,Delta Smelt,14:19,4,17.4,198,0.08,,199,0.08,43,30.7,1.0333,Y,50,0.0046,109,0.002567414,0.248467464,,,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,13,7,0,0,0,0,0,0,0,0,0,32,1,15,0,0,0,0
FLaSH,163,FMWT,MWT,2011,11,11/15/2011,703,2845,Delta Smelt,8:22,12.2,13.3,2591,1.31,,3429,1.78,47,24.3,1.1015,Y,51,0.0043,19,0.0010223,0.092809805,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,164,FMWT,MWT,2011,11,11/14/2011,517,2832,Delta Smelt,8:58,6.7,13.5,10820,6.11,,6880,3.75,67,16.1,1.1267,Y,49,,515,0.0210643,1.869557114,,,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,113,176,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,104,0,0,0,0,0,0,69,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0
FLaSH,165,FMWT,MWT,2011,11,11/15/2011,704,2848,Delta Smelt,8:48,11.3,13.4,1988,0.99,,3068,1.58,48,21.3,1.5446,Y,55,0.0107,32,0.006760543,0.437688885,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
FLaSH,166,FMWT,MWT,2011,9,9/8/2011,502,1115,Delta Smelt,13:10,14.3,20.1,6550,3.56,,6640,3.61,32,50.5,,Y,54,0.0039,48,0.00291079,,,,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,167,FMWT,MWT,2011,9,9/8/2011,502,1116,Delta Smelt,13:10,14.3,20.1,6550,3.56,,6640,3.61,32,50.5,,Y,53,,132,0.008123916,,,,0,0,0,61,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FLaSH,169,FMWT,MWT,2011,11,11/15/2011,704,2846,Delta Smelt,8:48,11.3,13.4,1988,0.99,,3068,1.58,48,21.3,1.6855,Y,56,0.0108,43,0.00681091,0.404088417,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FLaSH,170,FMWT,MWT,2011,11,11/15/2011,704,2849,Delta Smelt,8:48,11.3,13.4,1988,0.99,,3068,1.58,48,21.3,1.3252,Y,54,0.0049,21,0.002052878,0.15491079,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,171,FMWT,MWT,2011,11,11/21/2011,797,3045,Delta Smelt,10:44,10.4,12.5,527,0.24,,544,0.25,21,75.5,2.5463,Y,66,0.0121,34,0.00663961,0.260755224,,,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FLaSH,172,FMWT,MWT,2011,11,11/21/2011,719,2974,Delta Smelt,9:34,11,12.6,365,0.16,,370,0.16,21,54.2,1.4755,Y,54,0.0106,160,0.024608683,1.667819914,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,95,0,0,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
FLaSH,173,FMWT,MWT,2011,11,11/21/2011,719,2976,Delta Smelt,9:34,11,12.6,365,0.16,,370,0.16,21,54.2,1.5756,Y,57,,90,0.0158638,1.006841831,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
FLaSH,174,FMWT,MWT,2011,11,11/21/2011,719,2983,Delta Smelt,9:34,11,12.6,365,0.16,,370,0.16,21,54.2,1.0009,Y,49,0.0027,1,0.000870115,0.086933247,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FLaSH,175,FMWT,MWT,2011,11,11/21/2011,719,2982,Delta Smelt,9:34,11,12.6,365,0.16,,370,0.16,21,54.2,1.7473,Y,58,0.0132,13,0.009846453,0.563523896,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
FLaSH,176,FMWT,MWT,2011,11,11/21/2011,797,3043,Delta Smelt,10:44,10.4,12.5,527,0.24,,544,0.25,21,75.5,2.1707,Y,61,0.007,67,0.003983949,0.183532928,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,35,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FLaSH,177,FMWT,MWT,2011,11,11/21/2011,797,3046,Delta Smelt,10:44,10.4,12.5,527,0.24,,544,0.25,21,75.5,2.2084,Y,61,0.0069,35,0.002429099,0.109993595,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
FLaSH,178,FMWT,MWT,2011,11,11/21/2011,719,2979,Delta Smelt,9:34,11,12.6,365,0.16,,370,0.16,21,54.2,1.971,Y,59,0.0251,24,0.009898374,0.502200616,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
FLaSH,179,FMWT,MWT,2011,11,11/21/2011,797,3042,Delta Smelt,10:44,10.4,12.5,527,0.24,,544,0.25,21,75.5,1.9727,Y,59,0.0102,148,0.011812617,0.598804548,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,63,0,0,2,0,66,2,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0
FLaSH,180,FMWT,MWT,2011,11,11/21/2011,719,2980,Delta Smelt,9:34,11,12.6,365,0.16,,370,0.16,21,54.2,1.6811,Y,56,0.0015,106,0.005735702,0.341187413,,,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,181,FMWT,MWT,2011,11,11/21/2011,719,2977,Delta Smelt,9:34,11,12.6,365,0.16,,370,0.16,21,54.2,2.1959,Y,62,0.0148,165,0.015312807,0.697336243,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,104,0,0,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
FLaSH,182,FMWT,MWT,2011,11,11/21/2011,719,2981,Delta Smelt,9:34,11,12.6,365,0.16,,370,0.16,21,54.2,1.6939,Y,55,0.0073,70,0.004008902,0.236666985,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,49,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,183,FMWT,MWT,2011,11,11/21/2011,797,3044,Delta Smelt,10:44,10.4,12.5,527,0.24,,544,0.25,21,75.5,2.0651,Y,59,0.0128,19,0.007702044,0.372962272,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
FLaSH,184,FMWT,MWT,2011,11,11/21/2011,719,2975,Delta Smelt,9:34,11,12.6,365,0.16,,370,0.16,21,54.2,1.658,Y,57,,97,0.007126932,0.429851159,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,76,0,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FLaSH,185,FMWT,MWT,2011,11,11/21/2011,797,3041,Delta Smelt,10:44,10.4,12.5,527,0.24,,544,0.25,21,75.5,5.6441,Y,86,0.0836,11,0.033767563,0.598280736,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
FLaSH,186,FMWT,MWT,2011,12,12/8/2011,606,3220,Delta Smelt,13:28,8.5,10.1,12380,7.07,,12580,7.2,41,23,1.629,Y,58,0.053,654,0.0263176,1.615567833,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,110,223,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0
FLaSH,187,FMWT,MWT,2011,12,12/8/2011,606,3217,Delta Smelt,13:28,8.5,10.1,12380,7.07,,12580,7.2,41,23,1.7507,Y,63,0.0676,620,0.033632646,1.921097026,,,0,0,0,13,1,0,0,0,0,0,0,0,2,0,0,1,218,56,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,188,FMWT,MWT,2011,12,12/8/2011,606,3216,Delta Smelt,13:28,8.5,10.1,12380,7.07,,12580,7.2,41,23,1.6829,Y,57,0.0072,104,0.020615805,1.225016622,,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,1,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FLaSH,189,FMWT,MWT,2011,11,11/10/2011,606,2805,Delta Smelt,12:20,8.8,13.5,9820,5.51,,9450,5.28,42,24.1,1.311,Y,55,,1898,0.0315439,2.406094584,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658,2,0,0,0,5,3,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
FLaSH,190,FMWT,MWT,2011,11,11/10/2011,606,2809,Delta Smelt,12:20,8.8,13.5,9820,5.51,,9450,5.28,42,24.1,1.9406,Y,61,0.0096,750,0.0317272,1.634917036,,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FLaSH,191,FMWT,MWT,2011,11,11/10/2011,606,2813,Delta Smelt,12:20,8.8,13.5,9820,5.51,,9450,5.28,42,24.1,1.749,Y,58,0.0263,1058,0.0228154,1.304482561,,,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,786,0,0,0,0,2,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
FLaSH,192,FMWT,MWT,2011,11,11/10/2011,606,2814,Delta Smelt,12:20,8.8,13.5,9820,5.51,,9450,5.28,42,24.1,0.83,Y,47,0.009,448,0.012673563,1.526935324,,,0,0,0,35,0,0,0,0,0,0,0,1,0,0,0,0,278,0,0,0,0,1,1,0,0,0,0,1,0,19,1,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
FLaSH,193,FMWT,MWT,2011,11,11/10/2011,606,2812,Delta Smelt,12:20,8.8,13.5,9820,5.51,,9450,5.28,42,24.1,1.4646,Y,58,0.0217,1432,0.022156,1.512767991,,,72,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1321,1,0,0,0,7,6,0,0,0,6,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
FLaSH,194,FMWT,MWT,2011,11,11/9/2011,412,2787,Delta Smelt,11:30,13.4,14.5,13360,7.68,,18600,11,72,13.9,1.6529,Y,62,,171,0.012244,0.740758667,,,0,0,0,131,22,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
FLaSH,195,FMWT,MWT,2011,11,11/10/2011,606,2808,Delta Smelt,12:20,8.8,13.5,9820,5.51,,9450,5.28,42,24.1,1.399,Y,58,,1424,0.0246969,1.765325232,,,192,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1206,2,0,0,0,8,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,196,FMWT,MWT,2011,11,11/9/2011,412,2788,Delta Smelt,11:30,13.4,14.5,13360,7.68,,18600,11,72,13.9,1.1229,Y,55,0.0141,268,0.015716904,1.399670858,,,0,0,0,119,19,0,0,0,0,0,0,0,63,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
FLaSH,198,FMWT,MWT,2011,11,11/21/2011,797,3040,Delta Smelt,10:44,10.4,12.5,527,0.24,,544,0.25,21,75.5,6.686,Y,87,0.0214,6,0.02022615,0.302514956,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,199,FMWT,MWT,2011,11,11/21/2011,719,2978,Delta Smelt,9:34,11,12.6,365,0.16,,370,0.16,21,54.2,2.1329,Y,59,0.031,5,0.015981334,0.749277216,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,200,FMWT,MWT,2011,11,11/21/2011,797,3049,Delta Smelt,10:44,10.4,12.5,527,0.24,,544,0.25,21,75.5,1.0661,Y,49,,63,0.003648824,0.342259043,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,45,0,0,5,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FLaSH,201,FMWT,MWT,2011,11,11/15/2011,704,2847,Delta Smelt,8:48,11.3,13.4,1988,0.99,,3068,1.58,48,21.3,1.6212,Y,56,0.0185,15,0.017194103,1.06057878,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FLaSH,202,FMWT,MWT,2011,11,11/14/2011,518,2836,Delta Smelt,9:18,3,13.5,10290,5.79,,11970,6.82,72,13.7,1.6016,Y,56,0.0336,855,0.0304583,1.901742008,,,38,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,322,451,0,0,0,1,1,0,0,0,3,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FLaSH,203,FMWT,MWT,2011,11,11/10/2011,606,2807,Delta Smelt,12:20,8.8,13.5,9820,5.51,,9450,5.28,42,24.1,2.105,Y,67,0.0166,755,0.0138669,0.658760095,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,5,0,0,0,0,0,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FLaSH,204,FMWT,MWT,2011,11,11/10/2011,601,2819,Delta Smelt,13:22,6.4,14.4,13990,8.07,,16770,9.83,66,13.5,1.162,Y,57,0.0049,41,0.004525145,0.389427293,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FLaSH,205,FMWT,MWT,2011,11,11/10/2011,606,2806,Delta Smelt,12:20,8.8,13.5,9820,5.51,,9450,5.28,42,24.1,1.484,Y,59,,2057,0.0321882,2.169016173,,,143,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1835,1,0,0,0,3,0,0,0,0,9,0,0,41,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,206,FMWT,MWT,2011,11,11/15/2011,705,2855,Delta Smelt,9:37,9.4,13,883,0.41,,1471,0.72,52,21,1.722,Y,57,0.0051,4,0.0272945,1.585046465,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FLaSH,207,FMWT,MWT,2011,11,11/10/2011,606,2810,Delta Smelt,12:20,8.8,13.5,9820,5.51,,9450,5.28,42,24.1,1.6435,Y,62,,1226,0.0207724,1.263912382,,,162,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1061,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,208,FMWT,MWT,2011,11,11/10/2011,606,2811,Delta Smelt,12:20,8.8,13.5,9820,5.51,,9450,5.28,42,24.1,1.1931,Y,53,0.0117,1311,0.0192226,1.611147431,,,46,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1226,3,0,0,0,2,2,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLaSH,209,FMWT,MWT,2011,11,11/14/2011,517,2831,Delta Smelt,8:58,6.7,13.5,10820,6.11,,6880,3.75,67,16.1,1.2552,Y,52,0.037,447,0.0169237,1.348287126,,,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,110,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60,0,0,0,0,0
FLaSH,210,FMWT,MWT,2011,11,11/10/2011,606,2818,Delta Smelt,12:20,8.8,13.5,9820,5.51,,9450,5.28,42,24.1,1.6499,Y,61,,1457,0.033863798,2.052475787,,,74,0,0,179,2,0,0,0,1,0,0,0,1,0,0,0,1147,5,0,0,0,8,2,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
FLaSH,211,FMWT,MWT,2011,12,12/16/2011,719,2061,Delta Smelt,10:09,11,8.9,309,0.13,,332,0.15,32,37.8,2.0162,Y,64,0.0065,32,0.001504097,0.074600595,,,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,3,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FLaSH,212,FMWT,MWT,2011,12,12/16/2011,719,2063,Delta Smelt,10:09,11,8.9,309,0.13,,332,0.15,32,37.8,1.4678,Y,54,0.0073,24,0.0012713,0.086612618,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FLaSH,213,FMWT,MWT,2011,12,12/13/2011,807,1896,Delta Smelt,8:49,12.2,8.9,1364,0.66,,2210,1.11,99,8.1,2.1839,Y,68,0.0116,8,0.00339452,0.155433847,,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
