"Year","Month","Region","latitude","longitude","Database","LogNumber","Project","Date","Station","SerialNumber","Species","SurfaceTemperature","SurfaceConductivity","SurfacePPT","Secchi","Turbidity","ForkLength","TotalBodyWeight","GutContents","Acanthocyclops spp","Acartia spp","Acartia copepodid","Acartiella sinensis","Acartiella copepodid","Barnacle nauplii","Bosmina spp","Ceriodaphnia spp","Calanoid copepodid","Chironomid larvae","Clams","Copepod nauplii","Corophium type","Crab megalope","Crab zoea","Cumaceans","Cyclopoid copepodid","Daphnia spp","Diaphanosoma spp","Diaptomus spp","Diaptomus copepodid","Eurytemora spp","Eurytemora copepodid","Eurytemora nauplii","Fish eggs","Gammarus type","Harpacticoids","Hyperacanthomysis longirostris","Isopods","Limnoithona spp","Limnoithona copepodid","Longfin Smelt","Neomysis kadiakensis","Neomysis mercedis","Oithona davisae","Oithona copepodid","Osphranticum","Ostracods","Other calanoid","Other cladocera","Other cyclopoid","Other insect larvae","Other malacostraca","Other zooplankton","Pacific Herring","Palaemon","Prickly Sculpin","Pseudodiaptomus forbesi","Pseudodiaptomus marinus","Pseudodiaptomus spp","Pseudodiaptomus copepodid","Pseudodiaptomus nauplii","Sinocalanus spp","Sinocalanus copepodid","Sinocalanus nauplii","Synchaeta","Terrestrial invertebrates","Tortanus dextrilobatus","Tortanus spp","Tortanus copepodid","Tridentiger spp","Unid amphipod","Unid calanoid","Unid cladocera","Unid copepod","Unid cyclopoid","Unid fish","Unid mysids","Nippoleucon hinumensis","Diacyclops spp","Eucyclops spp","Other rotifer"
2019,7,"Lower",38.31340408,-121.6519051,"DOP",330,"EDSM",2019-07-08,"19-50-LSSC03","557","delta smelt",NA,238.8,0.1,81,23.6,50,0.84,"y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7,"Lower",38.31340408,-121.6519051,"DOP",331,"EDSM",2019-07-08,"19-50-LSSC03","558","delta smelt",NA,238.8,0.1,81,23.6,49,0.97,"y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,173,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,7,"Lower",38.31340408,-121.6519051,"DOP",328,"EDSM",2019-07-08,"19-50-LSSC03","555","delta smelt",NA,238.8,0.1,81,23.6,46,0.69,"y",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7,"Middle",38.36758041,-121.632618,"DOP",327,"EDSM",2019-07-09,"19-50-LSSC05","554","delta smelt",NA,504,0.22,36,39,50,0.83,"y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7,"Middle",38.46887493,-121.5855713,"DOP",326,"EDSM",2019-07-15,"19-51-LSSC02","553","delta smelt",NA,845,0.39,50.99,16.1,45,0.45,"y",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7,"Middle",38.45663071,-121.5911522,"DOP",253,"EDSM",2019-07-25,"19-52-LSSC02","464","delta smelt",NA,787,0.36,49,18.2,45,0.49,"Y",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7,"Middle",38.45663071,-121.5911522,"DOP",319,"EDSM",2019-07-25,"19-52-LSSC02","465","delta smelt",NA,787,0.36,49,18.2,41,0.48,"y",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7,"Middle",38.45663071,-121.5911522,"DOP",320,"EDSM",2019-07-25,"19-52-LSSC02","466","delta smelt",NA,787,0.36,49,18.2,43,0.53,"y",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7,"Middle",38.45663071,-121.5911522,"DOP",321,"EDSM",2019-07-25,"19-52-LSSC02","467","delta smelt",NA,787,0.36,49,18.2,40,0.42,"y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7,"Middle",38.38259506,-121.625946,"DOP",316,"EDSM",2019-07-24,"19-52-LSSC03","461","delta smelt",NA,544,0.24,34.99,33.4,52,0.83,"y",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7,"Middle",38.38259506,-121.625946,"DOP",317,"EDSM",2019-07-24,"19-52-LSSC03","462","delta smelt",NA,507,0.22,36,34.59,44,0.7,"y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7,"Middle",38.38259506,-121.625946,"DOP",318,"EDSM",2019-07-24,"19-52-LSSC03","463","delta smelt",NA,507,0.22,36,34.59,45,0.61,"y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,1,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
2019,7,"Middle",38.38259506,-121.625946,"DOP",323,"EDSM",2019-07-24,"19-52-LSSC03","550","delta smelt",NA,507,0.22,36,34.59,51,0.84,"y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0
2019,7,"Middle",38.38259506,-121.625946,"DOP",324,"EDSM",2019-07-24,"19-52-LSSC03","551","delta smelt",NA,507,0.22,36,34.59,41,0.46,"y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1,4,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0
2019,7,"Middle",38.38259506,-121.625946,"DOP",325,"EDSM",2019-07-24,"19-52-LSSC03","552","delta smelt",NA,507,0.22,36,34.59,51,0.87,"y",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,7,"Middle",38.38259506,-121.625946,"DOP",322,"EDSM",2019-07-24,"19-52-LSSC03","549","delta smelt",NA,507,0.22,36,34.59,46,0.68,"y",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,7,"Lower",38.28846455,-121.6582584,"DOP",341,"EDSM",2019-07-29,"19-53-LSSC01","570","delta smelt",NA,NA,NA,NA,NA,51,0.87,"y",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2019,7,"Middle",38.41574478,-121.6103439,"DOP",260,"EDSM",2019-07-29,"19-53-LSSC02","568","delta smelt",NA,706,0.32,47.99,23.79,40,0.33,"Y",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,736,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,33,11,1,0,0,0,0,0,0,0,22,6,17,17,0,0,0,0,0,0
2019,7,"Middle",38.41574478,-121.6103439,"DOP",338,"EDSM",2019-07-29,"19-53-LSSC02","565","delta smelt",NA,694,0.32,44.99,25.2,47,0.64,"y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2019,7,"Middle",38.41574478,-121.6103439,"DOP",339,"EDSM",2019-07-29,"19-53-LSSC02","566","delta smelt",NA,694,0.32,44.99,25.2,47,0.66,"y",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2019,7,"Middle",38.41574478,-121.6103439,"DOP",340,"EDSM",2019-07-29,"19-53-LSSC02","567","delta smelt",NA,694,0.32,44.99,25.2,46,0.66,"y",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,73,2,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,7,"Lower",38.25276438,-121.6678365,"DOP",258,"EDSM",2019-07-30,"19-53-LSSC04","571","delta smelt",NA,210,0.08,70.99,57.9,46,0.61,"y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,0,0,27,2,0,0,0,0,0,0,0,0,0,0,64,0,8,0,0,0,0,0,0,0
2019,7,"Middle",38.43844032,-121.5993652,"DOP",351,"EDSM",2019-07-30,"19-53-LSSC05","342","delta smelt",NA,709,0.32,27,54.9,47,0.76,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,78,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,8,"Lower",38.333697,-121.6472575,"DOP",257,"EDSM",2019-08-08,"20-02-LSSC02","573","delta smelt",NA,311.7,0.13,60,20.6,52,0.92,"y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,11,2,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2019,8,"Middle",38.41235542,-121.612011,"DOP",248,"EDSM",2019-08-16,"20-03-LSSC02","468","delta smelt",NA,584,0.26,47.99,25.6,51,0.72,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,8,"Middle",38.41235542,-121.612011,"DOP",249,"EDSM",2019-08-16,"20-03-LSSC02","473","delta smelt",NA,NA,NA,NA,NA,47,0.59,"y",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,8,"Middle",38.41235542,-121.612011,"DOP",250,"EDSM",2019-08-16,"20-03-LSSC02","471","delta smelt",NA,584,0.26,47.99,25.6,40,0.41,"Y",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
2019,8,"Middle",38.41235542,-121.612011,"DOP",254,"EDSM",2019-08-16,"20-03-LSSC02","470","delta smelt",NA,584,0.26,47.99,25.6,49,0.67,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,8,"Middle",38.41235542,-121.612011,"DOP",255,"EDSM",2019-08-16,"20-03-LSSC02","469","delta smelt",NA,584,0.26,47.99,25.6,48,0.74,"Y",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,8,"Middle",38.41235542,-121.612011,"DOP",246,"EDSM",2019-08-16,"20-03-LSSC02","472","delta smelt",NA,NA,NA,NA,NA,50,0.65,"n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,8,"Middle",38.41152382,-121.6117935,"DOP",247,"EDSM",2019-08-19,"20-04-LSSC02","574","delta smelt",NA,518,0.23,56.99,20.2,51,0.67,"y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,42,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,9,"Middle",38.40842438,-121.6134033,"DOP",352,"EDSM",2019-09-09,"20-07-LSSC01","474","delta smelt",NA,598,0.27,46.99,23,38,0.27,"Y",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,9,"Lower",38.35187022,-121.6399002,"DOP",353,"EDSM",2019-09-10,"20-07-LSSC03","475","delta smelt",NA,438.79,0.19,54,25.29,51,0.74,"Y",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,13,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2019,10,"Lower",38.35396004,-121.6386585,"DOP",355,"EDSM",2019-10-15,"20-12-LSSC01","577","delta smelt",NA,439.6,0.19,25.99,51,47,0.43,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2019,10,"Middle",38.43188,-121.6026287,"DOP",354,"EDSM",2019-10-29,"20-14-LSSC05","476","delta smelt",NA,627,0.28,21.99,69.59,43,0.44,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,0,0,0,0,0,0
2020,4,"Top",38.53296471,-121.584198,"DOP",417,"EDSM",2020-04-09,"20-37-USSC04","L0130","delta smelt",NA,1080,0.51,79,10.8,13.1,0.0032,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2020,4,"Top",38.5525341,-121.5783501,"DOP",404,"EDSM",2020-04-15,"20-38-USSC02","L0357","delta smelt",NA,1125,0.53,76,8.05,15,0.0059,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,4,"Middle",38.37553406,-121.6282349,"DOP",419,"EDSM",2020-04-21,"20-39-LSSC05","L0474","delta smelt",NA,524,0.23,22,69.6,18,0.01,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,4,"Top",38.48309326,-121.5838051,"DOP",418,"EDSM",2020-04-20,"20-39-USSC01","L0543","delta smelt",NA,950,0.44,44,32.5,17.3,0.0061,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,"Middle",38.41597366,-121.6096306,"DOP",405,"EDSM",2020-05-11,"20-42-LSSC01","L0082","delta smelt",NA,578,0.26,45,45.2,17.6,0.01,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,"Middle",38.4332943,-121.6014481,"DOP",406,"EDSM",2020-05-11,"20-42-LSSC04","L0767","delta smelt",NA,735,0.34,40,36.4,15.5,0.0092,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,"Lower",38.31960487,-121.6496925,"DOP",407,"EDSM",2020-05-19,"20-43-LSSC02","L0032","delta smelt",NA,358.1,0.15,30,52.3,30,0.18,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,"Lower",38.35832024,-121.6360397,"DOP",410,"EDSM",2020-05-22,"20-43-LSSC05","L0007","delta smelt",NA,459,0.2,20,58.1,18.5,0.02,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,"Lower",38.35832024,-121.6360397,"DOP",409,"EDSM",2020-05-20,"20-43-LSSC05","L0202","delta smelt",NA,460,0.2,20,55.5,27.6,0.12,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,"Lower",38.33537483,-121.6462936,"DOP",411,"EDSM",2020-05-24,"20-43-LSSC06","L0107","delta smelt",NA,400.8,0.17,29,49.4,33,0.23,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2020,5,"Middle",38.40732574,-121.6135597,"DOP",408,"EDSM",2020-05-19,"20-43-LSSC08","L0624","delta smelt",NA,678,0.31,18,80.2,27,0.12,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6,"Middle",38.36094475,-121.6352234,"DOP",412,"EDSM",2020-06-02,"20-45-LSSC03","Vial 1","delta smelt",NA,506,0.22,27,48.2,38,0.44,"Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,37,1,23,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
2020,7,"Lower",38.33516884,-121.646492,"DOP",425,"EDSM",2020-07-02,"20-49-LSSC05","224","delta smelt",NA,336.2,0.14,41.99,28.2,43,0.62,"y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,"Lower",38.28792572,-121.6580486,"DOP",426,"EDSM",2020-07-06,"20-50-LSSC01","225","delta smelt",NA,205.5,0.08,60,21,47,0.66,"y",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,"Middle",38.36380005,-121.6342087,"DOP",440,"EDSM",2020-07-06,"20-50-LSSC02","482","delta smelt",NA,458,0.2,28,72,44,0.52,"n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,"Middle",38.36380005,-121.6342087,"DOP",427,"EDSM",2020-07-06,"20-50-LSSC02","226","delta smelt",NA,452.1,0.2,27,74.59,50,0.7,"y",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,7,"Lower",38.35089493,-121.6401024,"DOP",428,"EDSM",2020-07-07,"20-50-LSSC05","227","delta smelt",NA,343.5,0.15,30,43.2,45,0.56,"y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,"Middle",38.42395528,-121.6061274,"DOP",429,"EDSM",2020-07-15,"20-51-LSSC02","228","delta smelt",NA,711,0.32,57.99,22.6,43,0.47,"n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,"Lower",38.31817436,-121.6509609,"DOP",430,"EDSM",2020-08-05,"21-02-LSSC05","229","delta smelt",NA,285.5,0.12,25,58.09,45,0.48,"y",0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3,16,0,0,0,0,0,0,11,0,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,8,"Middle",38.39402962,-121.6205254,"DOP",431,"EDSM",2020-08-12,"21-03-LSSC01","230","delta smelt",NA,464,0.2,15.99,82.19,36,0.24,"y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
2020,8,"Lower",38.30732536,-121.653862,"DOP",432,"EDSM",2020-08-13,"21-03-LSSC05","231","delta smelt",NA,307.39,0.13,28.99,38.7,56,1.14,"y",0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,4,"Middle",38.44917,-121.59496,"DOP",445,"EDSM",2021-04-12,"21-38-LSSC02","L0017","delta smelt",NA,763,0.35,0.3,33.5,13,0.0037,"y",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
